dataset,run_id,hop,rep,seed,query_count,selection_method,selection_fraction,random_seed,selected_count,lambda,reroute_method,impact_weight,total_before,tdg_after,tdg_prepare_sec,normalize_sec,reroute_sec,evaluate_after_sec,method_total_sec,mean_selected_impact_score,mean_all_query_impact_score,tdg_node_count,tdg_edge_timeline_count,normal_after,normal_reroute_sec,normal_evaluate_after_sec,normal_total_sec,normal_reduction,tdg_reduction,gain_vs_normal,pct_vs_normal_after,pct_extra_reduction_vs_normal,pct_of_total_before,tdg_better,extra_total_sec,extra_reroute_sec,best_gain_vs_normal,best_pct_vs_normal_after
Hop10Rep4-9,Hop10Rep4-9_random30_tdg_impact_w50,10,4,9,4096,random,30,0,1228,45,tdg_impact_reroute,50,153390208,131029795,0.491488,0.006897,0.088385,2.995214,3.581984,1947486.27362,1966784.29224,30930,30930,133618136,0.020941,3.029302,3.050243,19772072,22360413,2588341,1.9371180271516435,13.090894065123775,1.68742257654413,True,0.5317409999999998,0.067444,2588341,1.9371180271516435
Hop20Rep1-0,Hop20Rep1-0_random30_tdg_impact_w100,20,1,0,1024,random,30,0,307,45,tdg_impact_reroute,100,61370530,51517268,0.251236,0.004851,0.043631,0.884852,1.18457,6904028.77199,6577904.45215,21681,21681,55011606,0.018336,1.015165,1.033501,6358924,9853262,3494338,6.352001430389071,54.95171824667192,5.693837090864296,True,0.1510689999999999,0.025295,3494338,6.352001430389071
Hop20Rep1-1,Hop20Rep1-1_random30_tdg_impact_w15,20,1,1,1024,random,30,0,307,45,tdg_impact_reroute,15,58798641,41116827,0.20822,0.005749,0.046474,0.567307,0.82775,3351070.93485,3323795.07227,24820,24820,47380839,0.018707,0.688131,0.706838,11417802,17681814,6264012,13.220559475529761,54.86180264818044,10.653327854975423,True,0.12091200000000002,0.027767,6264012,13.220559475529761
Hop20Rep1-10,Hop20Rep1-10_random30_tdg_impact_w5,20,1,10,1024,random,30,0,307,45,tdg_impact_reroute,5,28639787,24831800,0.140548,0.004501,0.052342,0.276824,0.474215,1230597.52769,1233166.9209,20732,20732,25473891,0.016362,0.302152,0.318514,3165896,3807987,642091,2.520584703765907,20.281493769852197,2.24195452291597,True,0.15570099999999998,0.03598,642091,2.520584703765907
Hop20Rep1-11,Hop20Rep1-11_random30_tdg_impact_w15,20,1,11,1024,random,30,0,307,45,tdg_impact_reroute,15,37366122,29130858,0.163064,0.00472,0.039289,0.386552,0.593625,1858816.20847,1908873.61426,21981,21981,30288821,0.008527,0.417004,0.425531,7077301,8235264,1157963,3.823070564549211,16.361646904660407,3.098964885893163,True,0.16809399999999997,0.030761999999999998,1157963,3.823070564549211
Hop20Rep1-12,Hop20Rep1-12_random30_tdg_impact_w100,20,1,12,1024,random,30,0,307,45,tdg_impact_reroute,100,58512441,51293617,0.211076,0.004388,0.045305,0.819815,1.080584,4631974.07492,4681260.65137,20795,20795,55124071,0.014938,1.188105,1.203043,3388370,7218824,3830454,6.948786492927926,113.04709934275184,6.546392415930827,True,-0.1224590000000001,0.030366999999999998,3830454,6.948786492927926
Hop20Rep1-13,Hop20Rep1-13_random30_tdg_impact_w0,20,1,13,1024,random,30,0,307,45,tdg_impact_reroute,0,29471527,26664491,0.148608,0.004852,0.061394,0.366028,0.580882,1354305.44625,1415354.96094,21153,21153,26664491,0.007358,0.36819,0.375548,2807036,2807036,0,0.0,0.0,0.0,False,0.20533400000000002,0.054036,0,0.0
Hop20Rep1-14,Hop20Rep1-14_random30_tdg_impact_w100,20,1,14,1024,random,30,0,307,45,tdg_impact_reroute,100,56567179,47573165,0.208462,0.005303,0.043732,0.648111,0.905608,3778789.94788,3702352.18652,24119,24119,52313122,0.011579,0.838733,0.850312,4254057,8994014,4739957,9.060741968334446,111.42203783353162,8.379341313803186,True,0.05529600000000001,0.032153,4739957,9.060741968334446
Hop20Rep1-15,Hop20Rep1-15_random30_tdg_impact_w100,20,1,15,1024,random,30,0,307,45,tdg_impact_reroute,100,50107407,36979943,0.18911,0.00529,0.033278,0.523487,0.751165,3031511.24104,3046763.12109,22812,22812,40719352,0.007396,0.587912,0.595308,9388055,13127464,3739409,9.183370599807187,39.831562554757085,7.462786888972323,True,0.15585700000000002,0.025882000000000002,3739409,9.183370599807187
Hop20Rep1-16,Hop20Rep1-16_random30_tdg_impact_w15,20,1,16,1024,random,30,0,307,45,tdg_impact_reroute,15,46138000,38490408,0.182542,0.004713,0.052731,0.638477,0.878463,3843342.1759,3674897.25586,20326,20326,39462691,0.009657,0.712064,0.721721,6675309,7647592,972283,2.4638030893534353,14.565363191426794,2.1073366855953877,True,0.15674200000000005,0.043074,972283,2.4638030893534353
Hop20Rep1-17,Hop20Rep1-17_random30_tdg_impact_w15,20,1,17,1024,random,30,0,307,45,tdg_impact_reroute,15,23315625,20113721,0.12775,0.004189,0.037751,0.261784,0.431474,1034274.24756,1018578.94336,18971,18971,20543797,0.008206,0.282482,0.290688,2771828,3201904,430076,2.093459159472808,15.515969966390411,1.8445827637045973,True,0.14078600000000002,0.029545000000000002,430076,2.093459159472808
Hop20Rep1-18,Hop20Rep1-18_random30_tdg_impact_w5,20,1,18,1024,random,30,0,307,45,tdg_impact_reroute,5,38574680,31976985,0.166512,0.004218,0.044356,0.424521,0.639607,2295228.27362,2302074.93555,20715,20715,33294728,0.006716,0.469991,0.476707,5279952,6597695,1317743,3.957812780449806,24.957480674066733,3.416082777614746,True,0.16290000000000004,0.03764,1317743,3.957812780449806
Hop20Rep1-19,Hop20Rep1-19_random30_tdg_impact_w15,20,1,19,1024,random,30,0,307,45,tdg_impact_reroute,15,50770777,49218012,0.198757,0.004831,0.173036,0.80394,1.180564,3718141.9316,3683054.18652,22522,22522,49302246,0.019228,0.889222,0.90845,1468531,1552765,84234,0.17085225691340716,5.735936115751047,0.16591040156820921,True,0.27211399999999997,0.153808,84234,0.17085225691340716
Hop20Rep1-2,Hop20Rep1-2_random30_tdg_impact_w15,20,1,2,1024,random,30,0,307,45,tdg_impact_reroute,15,36432327,29687479,0.170326,0.005224,0.049675,0.357649,0.582874,1811874.56678,1801983.27734,23727,23727,31249588,0.015779,0.382103,0.397882,5182739,6744848,1562109,4.998814704373062,30.140607119131406,4.287700316260336,True,0.184992,0.033895999999999996,1562109,4.998814704373062
Hop20Rep1-3,Hop20Rep1-3_random30_tdg_impact_w30,20,1,3,1024,random,30,0,307,45,tdg_impact_reroute,30,44243807,33633071,0.17117,0.00461,0.044821,0.423491,0.644092,2406553.88925,2406864.87402,21248,21248,39392840,0.011637,0.52713,0.538767,4850967,10610736,5759769,14.621360125342575,118.734450265277,13.018249085120544,True,0.105325,0.033184,5759769,14.621360125342575
Hop20Rep1-4,Hop20Rep1-4_random30_tdg_impact_w30,20,1,4,1024,random,30,0,307,45,tdg_impact_reroute,30,41765029,35794452,0.155889,0.004011,0.050026,0.492866,0.702792,2616511.40065,2639929.41602,18662,18662,37340363,0.013441,0.548056,0.561497,4424666,5970577,1545911,4.140053485821763,34.938478972198126,3.7014484055548005,True,0.14129499999999995,0.036585,1545911,4.140053485821763
Hop20Rep1-5,Hop20Rep1-5_random30_tdg_impact_w15,20,1,5,1024,random,30,0,307,45,tdg_impact_reroute,15,39126666,35167716,0.218478,0.007391,0.054954,0.414175,0.694998,1310671.2671,1301804.20801,32173,32173,35770384,0.011857,0.441423,0.45328,3356282,3958950,602668,1.6848239593961305,17.956417249802012,1.5402999069739294,True,0.241718,0.043097,602668,1.6848239593961305
Hop20Rep1-6,Hop20Rep1-6_random30_tdg_impact_w5,20,1,6,1024,random,30,0,307,45,tdg_impact_reroute,5,45648586,39603176,0.169209,0.004897,0.088379,0.50095,0.763435,2545571.29642,2625205.40332,21002,21002,41442636,0.024991,0.527466,0.552457,4205950,6045410,1839460,4.43856901380501,43.734709162020465,4.029610029979899,True,0.210978,0.063388,1839460,4.43856901380501
Hop20Rep1-7,Hop20Rep1-7_random30_tdg_impact_w30,20,1,7,1024,random,30,0,307,45,tdg_impact_reroute,30,38591808,30913730,0.174629,0.004956,0.041183,0.436785,0.657553,2429866.77199,2452758.7041,22267,22267,34104547,0.016949,0.540483,0.557432,4487261,7678078,3190817,9.355987047709503,71.10834426613472,8.268120011376508,True,0.10012100000000002,0.024234,3190817,9.355987047709503
Hop20Rep1-8,Hop20Rep1-8_random30_tdg_impact_w30,20,1,8,1024,random,30,0,307,45,tdg_impact_reroute,30,43194522,40079231,0.169665,0.004774,0.079186,0.56983,0.823455,2050037.2215,2085816.43652,21186,21186,40397145,0.012793,0.588815,0.601608,2797377,3115291,317914,0.7869714555323155,11.364717733791334,0.7360053666064414,True,0.22184700000000002,0.06639300000000001,317914,0.7869714555323155
Hop20Rep1-9,Hop20Rep1-9_random30_tdg_impact_w50,20,1,9,1024,random,30,0,307,45,tdg_impact_reroute,50,54322429,51404783,0.195661,0.004054,0.231457,1.338363,1.769535,4908726.03583,4933993.20215,18530,18530,52194508,0.011402,1.316789,1.328191,2127921,2917646,789725,1.5130423300474447,37.11251498528376,1.4537733575941534,True,0.4413440000000002,0.220055,789725,1.5130423300474447
Hop20Rep2-0,Hop20Rep2-0_random30_tdg_impact_w100,20,2,0,2048,random,30,0,614,45,tdg_impact_reroute,100,142045298,129149003,0.610713,0.007985,0.080544,3.678121,4.377363,4266370.51629,4207658.69873,35754,35754,134649585,0.019994,3.873811,3.893805,7395713,12896295,5500582,4.08510876583838,74.37527659604963,3.872413995710016,True,0.48355799999999993,0.06055000000000001,5500582,4.08510876583838
Hop20Rep2-1,Hop20Rep2-1_random30_tdg_impact_w50,20,2,1,2048,random,30,0,614,45,tdg_impact_reroute,50,146809443,116716926,0.491443,0.009253,0.075662,2.060409,2.636767,2773166.00326,2721118.52148,42151,42151,127910746,0.018073,2.382496,2.400569,18898697,30092517,11193820,8.75127411108993,59.23064431373232,7.6247275183790455,True,0.2361979999999999,0.057588999999999994,11193820,8.75127411108993
Hop20Rep2-10,Hop20Rep2-10_random30_tdg_impact_w15,20,2,10,2048,random,30,0,614,45,tdg_impact_reroute,15,79793659,66036428,0.315835,0.008621,0.100971,0.831664,1.257091,1895146.21987,1871532.03516,40519,40519,70951334,0.021375,0.922076,0.943451,8842325,13757231,4914906,6.927150939825881,55.58386510335234,6.159519517710048,True,0.3136399999999999,0.079596,4914906,6.927150939825881
Hop20Rep2-11,Hop20Rep2-11_random30_tdg_impact_w15,20,2,11,2048,random,30,0,614,45,tdg_impact_reroute,15,104343545,78888487,0.380774,0.009997,0.084347,1.222692,1.69781,2431927.73127,2385358.73047,41461,41461,81601671,0.01839,1.297152,1.315542,22741874,25455058,2713184,3.324912304798268,11.930344878350835,2.6002413469850962,True,0.38226800000000005,0.065957,2713184,3.324912304798268
Hop20Rep2-12,Hop20Rep2-12_random30_tdg_impact_w50,20,2,12,2048,random,30,0,614,45,tdg_impact_reroute,50,134623649,122857380,0.546141,0.008333,0.165797,3.517105,4.237376,4846915.59609,4676916.00049,37548,37548,127639542,0.031207,4.13167,4.162877,6984107,11766269,4782162,3.7466148225445686,68.47206092346522,3.5522451185378285,True,0.07449900000000031,0.13459,4782162,3.7466148225445686
Hop20Rep2-13,Hop20Rep2-13_random30_tdg_impact_w5,20,2,13,2048,random,30,0,614,45,tdg_impact_reroute,5,87434751,77186860,0.341384,0.009465,0.085738,1.13772,1.574307,2534004.18893,2498277.90332,41524,41524,79109459,0.010612,1.16995,1.180562,8325292,10247891,1922599,2.4303022979843663,23.093472277008424,2.1988957228230683,True,0.393745,0.075126,1922599,2.4303022979843663
Hop20Rep2-14,Hop20Rep2-14_random30_tdg_impact_w100,20,2,14,2048,random,30,0,614,45,tdg_impact_reroute,100,143629133,121742388,0.548054,0.010688,0.088698,2.550546,3.197986,4467919.4886,4583434.93408,45351,45351,131935773,0.020043,3.130111,3.150154,11693360,21886745,10193385,7.726020599432119,87.17242092948477,7.097017706010939,True,0.0478320000000001,0.068655,10193385,7.726020599432119
Hop20Rep2-15,Hop20Rep2-15_random30_tdg_impact_w30,20,2,15,2048,random,30,0,614,45,tdg_impact_reroute,30,129853186,102567299,0.460029,0.009267,0.069513,1.831877,2.370686,2920660.90391,2821380.65967,41168,41168,108850766,0.013146,1.950446,1.963592,21002420,27285887,6283467,5.772551935922986,29.917823755548167,4.838900910756244,True,0.40709400000000007,0.05636700000000001,6283467,5.772551935922986
Hop20Rep2-16,Hop20Rep2-16_random30_tdg_impact_w15,20,2,16,2048,random,30,0,614,45,tdg_impact_reroute,15,117854666,98975347,0.445563,0.008366,0.106668,2.14417,2.704767,3937377.28502,3907850.51318,38178,38178,99850925,0.022031,2.197783,2.219814,18003741,18879319,875578,0.8768852166367012,4.863311463989623,0.7429302799093249,True,0.48495299999999997,0.084637,875578,0.8768852166367012
Hop20Rep2-17,Hop20Rep2-17_random30_tdg_impact_w15,20,2,17,2048,random,30,0,614,45,tdg_impact_reroute,15,73271402,60609900,0.283036,0.008332,0.07724,0.826753,1.195361,1283335.51954,1282349.39062,36223,36223,68302242,0.013969,0.999356,1.013325,4969160,12661502,7692342,11.262210104318392,154.80165661801993,10.498423382153927,True,0.18203599999999986,0.06327100000000001,7692342,11.262210104318392
Hop20Rep2-18,Hop20Rep2-18_random30_tdg_impact_w15,20,2,18,2048,random,30,0,614,45,tdg_impact_reroute,15,105219223,89167030,0.385609,0.008446,0.068404,1.509117,1.971576,3081127.39251,2999235.40723,39768,39768,97324690,0.018382,1.655643,1.674025,7894533,16052193,8157660,8.381901858613677,103.33302805878448,7.753012964180509,True,0.2975509999999999,0.05002200000000001,8157660,8.381901858613677
Hop20Rep2-19,Hop20Rep2-19_random30_tdg_impact_w30,20,2,19,2048,random,30,0,614,45,tdg_impact_reroute,30,132042378,120457647,0.521465,0.009986,0.408758,2.739212,3.679421,5937962.41205,5893862.06934,43661,43661,121701422,0.038691,2.930349,2.96904,10340956,11584731,1243775,1.0219888802942663,12.027659725077642,0.9419513786702629,True,0.7103809999999999,0.37006700000000003,1243775,1.0219888802942663
Hop20Rep2-2,Hop20Rep2-2_random30_tdg_impact_w15,20,2,2,2048,random,30,0,614,45,tdg_impact_reroute,15,106688017,87530375,0.425182,0.010026,0.087589,1.382645,1.905442,3526384.69707,3359670.57568,45383,45383,88769557,0.01502,1.437312,1.452332,17918460,19157642,1239182,1.3959537952859222,6.915672440600364,1.161500639757884,True,0.4531100000000001,0.072569,1239182,1.3959537952859222
Hop20Rep2-3,Hop20Rep2-3_random30_tdg_impact_w50,20,2,3,2048,random,30,0,614,45,tdg_impact_reroute,50,117680534,93761188,0.443857,0.008593,0.071483,1.714602,2.238535,3317408.19544,3330526.39697,39445,39445,104263058,0.016656,2.093452,2.110108,13417476,23919346,10501870,10.072474567166445,78.27008596847872,8.924050259663167,True,0.1284270000000003,0.054827,10501870,10.072474567166445
Hop20Rep2-4,Hop20Rep2-4_random30_tdg_impact_w100,20,2,4,2048,random,30,0,614,45,tdg_impact_reroute,100,108625639,91299110,0.388655,0.007602,0.082282,1.642359,2.120898,3434542.36808,3415576.52539,35862,35862,95477631,0.017906,1.826469,1.844375,13148008,17326529,4178521,4.376439754773555,31.780639318138537,3.8467170720164874,True,0.27652299999999985,0.06437599999999999,4178521,4.376439754773555
Hop20Rep2-5,Hop20Rep2-5_random30_tdg_impact_w5,20,2,5,2048,random,30,0,614,45,tdg_impact_reroute,5,102411834,87263746,0.481658,0.012452,0.123742,1.155224,1.773076,2345541.04072,2380471.46582,62993,62993,88174259,0.018796,1.180539,1.199335,14237575,15148088,910513,1.032629035192686,6.3951410264739605,0.8890701049255694,True,0.5737410000000001,0.10494600000000001,910513,1.032629035192686
Hop20Rep2-6,Hop20Rep2-6_random30_tdg_impact_w5,20,2,6,2048,random,30,0,614,45,tdg_impact_reroute,5,116060563,100067585,0.440983,0.009965,0.159899,1.770914,2.381761,5283478.16287,5149622.75684,41461,41461,103794135,0.036559,1.860117,1.896676,12266428,15992978,3726550,3.590328104762374,30.38007478623769,3.2108667265382813,True,0.485085,0.12334,3726550,3.590328104762374
Hop20Rep2-7,Hop20Rep2-7_random30_tdg_impact_w100,20,2,7,2048,random,30,0,614,45,tdg_impact_reroute,100,110101353,84026417,0.433098,0.010127,0.070988,1.571534,2.085747,3053631.90065,3081019.17236,43022,43022,97172996,0.021681,2.052669,2.07435,12928357,26074936,13146579,13.52904566202734,101.6879329678164,11.940433647532016,True,0.011397000000000101,0.049307,13146579,13.52904566202734
Hop20Rep2-8,Hop20Rep2-8_random30_tdg_impact_w100,20,2,8,2048,random,30,0,614,45,tdg_impact_reroute,100,119095184,112516645,0.425632,0.007743,0.13587,2.25606,2.825305,2297245.65961,2369224.36572,36601,36601,114050251,0.020063,2.342018,2.362081,5044933,6578539,1533606,1.3446756903673978,30.398936913532847,1.287714539321758,True,0.4632240000000003,0.115807,1533606,1.3446756903673978
Hop20Rep2-9,Hop20Rep2-9_random30_tdg_impact_w5,20,2,9,2048,random,30,0,614,45,tdg_impact_reroute,5,124483855,120797301,0.50305,0.007953,0.811304,4.041115,5.363422,4895137.4316,4875785.36621,34164,34164,120895925,0.016993,4.34112,4.358113,3587930,3686554,98624,0.08157760486964304,2.7487715758111224,0.07922633822675239,True,1.0053089999999996,0.794311,98624,0.08157760486964304
Hop20Rep4-0,Hop20Rep4-0_random30_tdg_impact_w100,20,4,0,4096,random,30,0,1228,45,tdg_impact_reroute,100,302905825,295914692,1.135949,0.00992,0.125198,8.813198,10.084265,5041619.63355,5098455.64404,43437,43437,307160476,0.026975,8.889109,8.916084,-4254651,6991133,11245784,3.661208025996157,-264.3174258006121,3.7126337864252035,True,1.1681810000000006,0.098223,11245784,3.661208025996157
Hop20Rep4-1,Hop20Rep4-1_random30_tdg_impact_w30,20,4,1,4096,random,30,0,1228,45,tdg_impact_reroute,30,323669773,275864539,1.006907,0.012544,0.123331,6.011234,7.154016,3813679.93078,3871217.56836,60239,60239,292942942,0.025791,6.741072,6.766863,30726831,47805234,17078403,5.829941791190177,55.581400503032675,5.276489936550238,True,0.3871530000000005,0.09753999999999999,17078403,5.829941791190177
Hop20Rep4-10,Hop20Rep4-10_random30_tdg_impact_w100,20,4,10,4096,random,30,0,1228,45,tdg_impact_reroute,100,221869310,188224047,0.698045,0.015125,0.127568,2.808841,3.649579,1627732.17752,1678748.39795,67800,67800,201701264,0.038152,3.349657,3.387809,20168046,33645263,13477217,6.681771215871011,66.82460462456304,6.074394426160157,True,0.2617700000000003,0.089416,13477217,6.681771215871011
Hop20Rep4-11,Hop20Rep4-11_random30_tdg_impact_w30,20,4,11,4096,random,30,0,1228,45,tdg_impact_reroute,30,256418056,209824027,0.860931,0.015219,0.137283,4.319315,5.332748,2596637.06515,2630957.54419,64048,64048,215746712,0.018926,4.490034,4.50896,40671344,46594029,5922685,2.7452029025591824,14.562304604440907,2.3097768902826403,True,0.8237879999999995,0.11835699999999999,5922685,2.7452029025591824
Hop20Rep4-12,Hop20Rep4-12_random30_tdg_impact_w0,20,4,12,4096,random,30,0,1228,45,tdg_impact_reroute,0,288276883,275467082,1.13289,0.011055,0.472589,9.108007,10.724541,4452515.24593,4531355.42017,49671,49671,275467082,0.040994,9.186297,9.227291,12809801,12809801,0,0.0,0.0,0.0,False,1.497250000000001,0.43159499999999995,0,0.0
Hop20Rep4-13,Hop20Rep4-13_random30_tdg_impact_w15,20,4,13,4096,random,30,0,1228,45,tdg_impact_reroute,15,241849401,218611881,0.781976,0.015738,0.156576,4.18461,5.1389,2191507.49349,2191122.81592,70030,70030,220294214,0.014299,4.459718,4.474017,21555187,23237520,1682333,0.7636755271293689,7.804771074359039,0.6956118117489156,True,0.6648829999999997,0.142277,1682333,0.7636755271293689
Hop20Rep4-14,Hop20Rep4-14_random30_tdg_impact_w100,20,4,14,4096,random,30,0,1228,45,tdg_impact_reroute,100,322548979,292890472,1.136543,0.013791,0.164844,8.370197,9.685375,4015080.45195,4065557.46997,62423,62423,301881750,0.025425,9.099023,9.124448,20667229,29658507,8991278,2.9784105862643235,43.50500011394851,2.78756982207034,True,0.5609270000000013,0.139419,8991278,2.9784105862643235
Hop20Rep4-15,Hop20Rep4-15_random30_tdg_impact_w50,20,4,15,4096,random,30,0,1228,45,tdg_impact_reroute,50,295599775,249765085,0.958731,0.01354,0.118466,5.707611,6.798348,3653061.90798,3652150.573,56634,56634,262476369,0.019552,6.008595,6.028147,33123406,45834690,12711284,4.842829870143472,38.375534206838516,4.3001670079079055,True,0.7702010000000001,0.098914,12711284,4.842829870143472
Hop20Rep4-16,Hop20Rep4-16_random30_tdg_impact_w0,20,4,16,4096,random,30,0,1228,45,tdg_impact_reroute,0,272295349,256732112,0.868024,0.010706,0.238157,5.917945,7.034832,3089559.56759,3109309.92261,51177,51177,256732112,0.02679,5.922528,5.949318,15563237,15563237,0,0.0,0.0,0.0,False,1.0855139999999999,0.211367,0,0.0
Hop20Rep4-17,Hop20Rep4-17_random30_tdg_impact_w15,20,4,17,4096,random,30,0,1228,45,tdg_impact_reroute,15,215201564,192191359,0.640484,0.01409,0.13471,3.162566,3.95185,1508041.02117,1508877.88354,59888,59888,201231398,0.027518,3.542323,3.569841,13970166,23010205,9040039,4.492360083887108,64.70960330750543,4.200731087623509,True,0.38200900000000004,0.107192,9040039,4.492360083887108
Hop20Rep4-18,Hop20Rep4-18_random30_tdg_impact_w50,20,4,18,4096,random,30,0,1228,45,tdg_impact_reroute,50,257981362,238799779,0.889199,0.013514,0.108473,5.510014,6.5212,3047944.50244,3065827.24634,64340,64340,247877089,0.016943,6.012369,6.029312,10104273,19181583,9077310,3.6620205750439485,89.83634943355153,3.518591393435624,True,0.4918880000000003,0.09153,9077310,3.6620205750439485
Hop20Rep4-19,Hop20Rep4-19_random30_tdg_impact_w0,20,4,19,4096,random,30,0,1228,45,tdg_impact_reroute,0,298317793,282745156,0.981461,0.013057,1.128384,6.829321,8.952223,3463753.5855,3483279.76367,59279,59279,282745156,0.053949,6.893076,6.947025,15572637,15572637,0,0.0,0.0,0.0,False,2.005198,1.074435,0,0.0
Hop20Rep4-2,Hop20Rep4-2_random30_tdg_impact_w30,20,4,2,4096,random,30,0,1228,45,tdg_impact_reroute,30,268046697,233121589,0.883211,0.015443,0.160036,4.904005,5.962695,2462810.08388,2462906.15698,70027,70027,235480160,0.02088,4.751689,4.772569,32566537,34925108,2358571,1.001600729335329,7.24231440389256,0.8799104881340881,True,1.1901260000000002,0.139156,2358571,1.001600729335329
Hop20Rep4-3,Hop20Rep4-3_random30_tdg_impact_w100,20,4,3,4096,random,30,0,1228,45,tdg_impact_reroute,100,270706319,232730710,0.955574,0.014158,0.114071,5.669015,6.752818,3195057.68811,3243393.79785,57306,57306,246196064,0.026615,6.554668,6.581283,24510255,37975609,13465354,5.469362012221284,54.93763324779771,4.974155775063382,True,0.17153500000000044,0.087456,13465354,5.469362012221284
Hop20Rep4-4,Hop20Rep4-4_random30_tdg_impact_w100,20,4,4,4096,random,30,0,1228,45,tdg_impact_reroute,100,247686783,222608021,0.856163,0.011914,0.135993,5.376744,6.380814,3273272.43404,3289432.1604,53767,53767,232091671,0.027133,6.081322,6.108455,15595112,25078762,9483650,4.08616559100908,60.81168253232166,3.8288881970742863,True,0.2723589999999998,0.10886,9483650,4.08616559100908
Hop20Rep4-5,Hop20Rep4-5_random30_tdg_impact_w0,20,4,5,4096,random,30,0,1228,45,tdg_impact_reroute,0,290694731,227977899,1.058999,0.02378,0.284494,3.651284,5.018557,2080770.71906,2093489.77124,112343,112343,227977899,0.028437,3.634609,3.663046,62716832,62716832,0,0.0,0.0,0.0,False,1.3555110000000004,0.25605700000000003,0,0.0
Hop20Rep4-6,Hop20Rep4-6_random30_tdg_impact_w30,20,4,6,4096,random,30,0,1228,45,tdg_impact_reroute,30,268201340,241290120,0.890961,0.013151,0.209297,5.579633,6.693042,2725298.69381,2756677.69824,61341,61341,251595225,0.048829,5.728964,5.777793,16606115,26911220,10305105,4.0959064306566235,62.05608596592279,3.8423018318998707,True,0.9152490000000002,0.160468,10305105,4.0959064306566235
Hop20Rep4-7,Hop20Rep4-7_random30_tdg_impact_w100,20,4,7,4096,random,30,0,1228,45,tdg_impact_reroute,100,273671808,232468660,0.946291,0.015961,0.111514,5.267352,6.341118,2997679.67427,3017044.4751,63996,63996,249765353,0.029098,6.758356,6.787454,23906455,41203148,17296693,6.925177088112777,72.35155944283667,6.3202319326950915,True,-0.4463360000000005,0.082416,17296693,6.925177088112777
Hop20Rep4-8,Hop20Rep4-8_random30_tdg_impact_w5,20,4,8,4096,random,30,0,1228,45,tdg_impact_reroute,5,275995595,269595605,0.823339,0.010513,0.335671,6.018925,7.188448,3224652.01954,3203402.64893,48227,48227,269943148,0.029314,5.994659,6.023973,6052447,6399990,347543,0.12874673892444938,5.742189894434433,0.12592338656709356,True,1.1644750000000004,0.306357,347543,0.12874673892444938
Hop20Rep4-9,Hop20Rep4-9_random30_tdg_impact_w0,20,4,9,4096,random,30,0,1228,45,tdg_impact_reroute,0,262198780,265182312,0.862048,0.008847,1.667912,9.791549,12.330356,3452905.81189,3440607.5144,39384,39384,265182312,0.023143,9.862209,9.885352,-2983532,-2983532,0,0.0,-0.0,0.0,False,2.445004000000001,1.6447690000000001,0,0.0
