dataset,run_id,hop,rep,seed,query_count,selection_method,selection_fraction,random_seed,selected_count,lambda,reroute_method,impact_weight,total_before,tdg_after,tdg_prepare_sec,normalize_sec,reroute_sec,evaluate_after_sec,method_total_sec,mean_selected_impact_score,mean_all_query_impact_score,tdg_node_count,tdg_edge_timeline_count,normal_after,normal_reroute_sec,normal_evaluate_after_sec,normal_total_sec,normal_reduction,tdg_reduction,gain_vs_normal,pct_vs_normal_after,pct_extra_reduction_vs_normal,pct_of_total_before,tdg_better,extra_total_sec,extra_reroute_sec,best_gain_vs_normal,best_pct_vs_normal_after
Hop40Rep1-0,Hop40Rep1-0_random30_tdg_impact_w5,40,1,0,1024,random,30,0,307,45,tdg_impact_reroute,5,62292886,50204262,0.293347,0.009286,0.06148,0.63289,0.997003,3230774.32248,3250399.07031,40064,40064,52506240,0.011408,0.689613,0.701021,9786646,12088624,2301978,4.384198906644239,23.521623240485045,3.69541074080273,True,0.29598199999999997,0.050072,2301978,4.384198906644239
Hop40Rep1-1,Hop40Rep1-1_random30_tdg_impact_w100,40,1,1,1024,random,30,0,307,45,tdg_impact_reroute,100,100812941,82628422,0.517727,0.01319,0.08911,1.218012,1.838039,8590955.08143,8539869.29102,60832,60832,85877620,0.018692,1.304657,1.323349,14935321,18184519,3249198,3.7835212480271343,21.755126655798023,3.2229969364746536,True,0.5146899999999999,0.070418,3249198,3.7835212480271343
Hop40Rep1-10,Hop40Rep1-10_random30_tdg_impact_w15,40,1,10,1024,random,30,0,307,45,tdg_impact_reroute,15,46438295,42029562,0.280188,0.009294,0.083544,0.519007,0.892033,1092957.49511,1079152.06348,41953,41953,42539899,0.014638,0.561449,0.576087,3898396,4408733,510337,1.1996666940840646,13.090948174582573,1.0989572291575305,True,0.31594599999999995,0.068906,510337,1.1996666940840646
Hop40Rep1-11,Hop40Rep1-11_random30_tdg_impact_w5,40,1,11,1024,random,30,0,307,45,tdg_impact_reroute,5,77561018,65243364,0.402664,0.012251,0.087766,0.822229,1.32491,3955481.91205,3903518.9873,56187,56187,65564844,0.018918,0.815023,0.833941,11996174,12317654,321480,0.49032374728139366,2.679854426919783,0.4144865659189775,True,0.490969,0.06884799999999999,321480,0.49032374728139366
Hop40Rep1-12,Hop40Rep1-12_random30_tdg_impact_w50,40,1,12,1024,random,30,0,307,45,tdg_impact_reroute,50,59773824,54296379,0.357234,0.0111,0.076677,0.687843,1.132854,2198120.43322,2266516.8418,51028,51028,56174901,0.017873,0.751151,0.769024,3598923,5477445,1878522,3.34405929794162,52.19678220400936,3.1427167851934654,True,0.36383,0.058803999999999995,1878522,3.34405929794162
Hop40Rep1-13,Hop40Rep1-13_random30_tdg_impact_w15,40,1,13,1024,random,30,0,307,45,tdg_impact_reroute,15,70069949,59430482,0.359385,0.009508,0.064211,0.84332,1.276424,4412104.83713,4422461.19141,46227,46227,61788221,0.010942,0.931763,0.942705,8281728,10639467,2357739,3.815838944448652,28.46916730421477,3.364836186765314,True,0.333719,0.053269000000000004,2357739,3.815838944448652
Hop40Rep1-14,Hop40Rep1-14_random30_tdg_impact_w30,40,1,14,1024,random,30,0,307,45,tdg_impact_reroute,30,73806076,66315951,0.371332,0.009198,0.082478,0.813519,1.276527,4254811.81107,4305070.91797,49043,49043,68305996,0.018927,0.870174,0.889101,5500080,7490125,1990045,2.9134265167584994,36.18211007839886,2.6963159510065267,True,0.38742599999999994,0.063551,1990045,2.9134265167584994
Hop40Rep1-15,Hop40Rep1-15_random30_tdg_impact_w100,40,1,15,1024,random,30,0,307,45,tdg_impact_reroute,100,70369858,64425587,0.377146,0.011779,0.081294,0.828102,1.298321,3911566.48534,3859944.45508,52395,52395,67864627,0.028052,0.911967,0.940019,2505231,5944271,3439040,5.067500039453543,137.27436711425014,4.887092425282427,True,0.358302,0.053242000000000005,3439040,5.067500039453543
Hop40Rep1-16,Hop40Rep1-16_random30_tdg_impact_w30,40,1,16,1024,random,30,0,307,45,tdg_impact_reroute,30,69978425,58505732,0.351684,0.009833,0.063664,0.852601,1.277782,4701464.52769,4782514.29102,44600,44600,63507631,0.013162,0.995123,1.008285,6470794,11472693,5001899,7.87605980767886,77.29961732671447,7.147773045763747,True,0.2694969999999999,0.050502,5001899,7.87605980767886
Hop40Rep1-17,Hop40Rep1-17_random30_tdg_impact_w15,40,1,17,1024,random,30,0,307,45,tdg_impact_reroute,15,52782995,47986149,0.306765,0.008413,0.080757,0.587095,0.98303,1782604.32248,1808745.8584,43129,43129,50594637,0.015665,0.639211,0.654876,2188358,4796846,2608488,5.155661063444333,119.19841269115932,4.941909795001212,True,0.32815399999999995,0.065092,2608488,5.155661063444333
Hop40Rep1-18,Hop40Rep1-18_random30_tdg_impact_w5,40,1,18,1024,random,30,0,307,45,tdg_impact_reroute,5,50969433,48191807,0.361884,0.012555,0.122754,0.636953,1.134146,831251.964169,821248.21582,51455,51455,48425271,0.023949,0.658852,0.682801,2544162,2777626,233464,0.482111912187337,9.17645967513075,0.45804708088473345,True,0.4513450000000001,0.098805,233464,0.482111912187337
Hop40Rep1-19,Hop40Rep1-19_random30_tdg_impact_w100,40,1,19,1024,random,30,0,307,45,tdg_impact_reroute,100,64622920,59717012,0.410651,0.013502,0.103661,0.753925,1.281739,2320397.90554,2330294.46582,56197,56197,61122441,0.024782,0.80627,0.831052,3500479,4905908,1405429,2.2993666107019513,40.149619523499496,2.174815065614491,True,0.45068699999999995,0.078879,1405429,2.2993666107019513
Hop40Rep1-2,Hop40Rep1-2_random30_tdg_impact_w100,40,1,2,1024,random,30,0,307,45,tdg_impact_reroute,100,88524041,77550093,0.389529,0.011201,0.097783,1.002415,1.500928,4804060.39739,4744939.51074,51027,51027,83718288,0.01905,1.17679,1.19584,4805753,10973948,6168195,7.367798777729425,128.3502294021353,6.967819058327896,True,0.305088,0.078733,6168195,7.367798777729425
Hop40Rep1-3,Hop40Rep1-3_random30_tdg_impact_w30,40,1,3,1024,random,30,0,307,45,tdg_impact_reroute,30,62750450,51878403,0.314867,0.009437,0.073489,0.741614,1.139407,3991324.33876,3935661.57617,41112,41112,59839468,0.017324,0.938466,0.95579,2910982,10872047,7961065,13.304037061292057,273.48382779419455,12.686865193795423,True,0.18361700000000003,0.056165,7961065,13.304037061292057
Hop40Rep1-4,Hop40Rep1-4_random30_tdg_impact_w30,40,1,4,1024,random,30,0,307,45,tdg_impact_reroute,30,62003123,56907468,0.308448,0.008674,0.080766,0.675103,1.072991,2778256.46906,2779823.73242,43857,43857,62633809,0.017824,0.766323,0.784147,-630686,5095655,5726341,9.142571865619733,-907.9543544648209,9.235568666436366,True,0.288844,0.062942,5726341,9.142571865619733
Hop40Rep1-5,Hop40Rep1-5_random30_tdg_impact_w5,40,1,5,1024,random,30,0,307,45,tdg_impact_reroute,5,98425563,84216346,0.494494,0.015352,0.099975,1.231928,1.841749,5843348.65147,5831418.37598,65496,65496,87637403,0.023876,1.326254,1.35013,10788160,14209217,3421057,3.9036494497674696,31.711218595200663,3.4757809818166856,True,0.49161900000000003,0.076099,3421057,3.9036494497674696
Hop40Rep1-6,Hop40Rep1-6_random30_tdg_impact_w15,40,1,6,1024,random,30,0,307,45,tdg_impact_reroute,15,84867099,75736438,0.348749,0.010296,0.121469,1.097913,1.578427,4987935.09772,4857397.97559,44232,44232,79864236,0.014601,1.201253,1.215854,5002863,9130661,4127798,5.168518734718754,82.50871550949927,4.863837751777046,True,0.36257300000000003,0.10686799999999999,4127798,5.168518734718754
Hop40Rep1-7,Hop40Rep1-7_random30_tdg_impact_w30,40,1,7,1024,random,30,0,307,45,tdg_impact_reroute,30,89851100,82328569,0.379305,0.008674,0.186314,1.654958,2.229251,6453504.88599,6535831.01465,42834,42834,89455087,0.023614,1.889874,1.913488,396013,7522531,7126518,7.966587746988608,1799.566680891789,7.931475518941894,True,0.315763,0.1627,7126518,7.966587746988608
Hop40Rep1-8,Hop40Rep1-8_random30_tdg_impact_w100,40,1,8,1024,random,30,0,307,45,tdg_impact_reroute,100,79741177,60218557,0.392867,0.010808,0.073051,0.940666,1.417392,5530021.56026,5527095.72461,48341,48341,72869303,0.011949,1.237416,1.249365,6871874,19522620,12650746,17.36087142208565,184.09455703058583,15.86475955828944,True,0.16802699999999993,0.061102000000000004,12650746,17.36087142208565
Hop40Rep1-9,Hop40Rep1-9_random30_tdg_impact_w15,40,1,9,1024,random,30,0,307,45,tdg_impact_reroute,15,79467056,77292710,0.379835,0.010314,0.133376,1.034768,1.558293,4286462.32248,4241376.70605,51181,51181,79598220,0.017715,1.097287,1.115002,-131164,2174346,2305510,2.896434116240288,-1757.7307797871367,2.9012148128401787,True,0.4432909999999999,0.11566099999999999,2305510,2.896434116240288
Hop40Rep2-0,Hop40Rep2-0_random30_tdg_impact_w15,40,2,0,2048,random,30,0,614,45,tdg_impact_reroute,15,183334760,131863823,0.763287,0.016772,0.132797,2.025617,2.938473,2780458.12052,2751925.82764,74867,74867,137549054,0.025642,2.38817,2.413812,45785706,51470937,5685231,4.133238895267138,12.417043432725489,3.1010109594056248,True,0.524661,0.107155,5685231,4.133238895267138
Hop40Rep2-1,Hop40Rep2-1_random30_tdg_impact_w100,40,2,1,2048,random,30,0,614,45,tdg_impact_reroute,100,272502704,212945449,1.505669,0.0259,0.153677,5.447803,7.133049,8392115.53746,8363955.09424,114314,114314,224570519,0.026423,5.972333,5.998756,47932185,59557255,11625070,5.176578854502269,24.253161002361985,4.266038402319854,True,1.1342929999999996,0.127254,11625070,5.176578854502269
Hop40Rep2-10,Hop40Rep2-10_random30_tdg_impact_w15,40,2,10,2048,random,30,0,614,45,tdg_impact_reroute,15,120399675,102807249,0.622292,0.016658,0.127895,1.407806,2.174651,3047185.21987,3016780.44434,82718,82718,106647678,0.02377,1.522261,1.546031,13751997,17592426,3840429,3.6010432407164084,27.9263368076651,3.1897336932180256,True,0.62862,0.10412500000000001,3840429,3.6010432407164084
Hop40Rep2-11,Hop40Rep2-11_random30_tdg_impact_w30,40,2,11,2048,random,30,0,614,45,tdg_impact_reroute,30,208447749,163725051,0.922049,0.024494,0.148308,2.244044,3.338895,5955893.85016,5926705.12598,110614,110614,163994895,0.025822,2.303922,2.329744,44452854,44722698,269844,0.16454414632845735,0.6070341400351932,0.12945402447113977,True,1.0091510000000001,0.122486,269844,0.16454414632845735
Hop40Rep2-12,Hop40Rep2-12_random30_tdg_impact_w100,40,2,12,2048,random,30,0,614,45,tdg_impact_reroute,100,152002746,128614041,0.81076,0.020434,0.132193,1.977822,2.941209,4455923.60912,4538824.50732,100366,100366,144236586,0.026872,2.294248,2.32112,7766160,23388705,15622545,10.83119438226304,201.1617710683272,10.277804454927413,True,0.6200890000000001,0.105321,15622545,10.83119438226304
Hop40Rep2-13,Hop40Rep2-13_random30_tdg_impact_w50,40,2,13,2048,random,30,0,614,45,tdg_impact_reroute,50,197723662,148791062,0.846593,0.018081,0.113339,2.523468,3.501481,3540286.89577,3485115.76416,85008,85008,167870043,0.01503,2.969157,2.984187,29853619,48932600,19078981,11.365327999588349,63.9084360257964,9.649316023693714,True,0.5172940000000001,0.098309,19078981,11.365327999588349
Hop40Rep2-14,Hop40Rep2-14_random30_tdg_impact_w100,40,2,14,2048,random,30,0,614,45,tdg_impact_reroute,100,199914767,161417344,0.895094,0.019122,0.140489,2.847025,3.90173,3717287.24267,3717048.95996,91317,91317,170319177,0.027169,3.056923,3.084092,29595590,38497423,8901833,5.2265594261296835,30.07824138663902,4.4528141335352185,True,0.8176380000000001,0.11332,8901833,5.2265594261296835
Hop40Rep2-15,Hop40Rep2-15_random30_tdg_impact_w100,40,2,15,2048,random,30,0,614,45,tdg_impact_reroute,100,185544747,155486110,0.842689,0.023269,0.138872,2.243928,3.248758,5677841.59446,5682481.18555,103655,103655,164267374,0.028634,2.476477,2.505111,21277373,30058637,8781264,5.3457139943078404,41.27043314980661,4.732693402524621,True,0.7436470000000002,0.110238,8781264,5.3457139943078404
Hop40Rep2-16,Hop40Rep2-16_random30_tdg_impact_w50,40,2,16,2048,random,30,0,614,45,tdg_impact_reroute,50,202958926,158263126,0.820371,0.019005,0.107786,2.699841,3.647003,3635610.34365,3638835.49951,85433,85433,173657219,0.011639,3.150218,3.161857,29301707,44695800,15394093,8.864643283271741,52.53650580834761,7.5848317210744405,True,0.4851460000000003,0.09614700000000001,15394093,8.864643283271741
Hop40Rep2-17,Hop40Rep2-17_random30_tdg_impact_w15,40,2,17,2048,random,30,0,614,45,tdg_impact_reroute,15,138525033,120334883,0.664742,0.016832,0.145863,1.614875,2.442312,3899959.59935,3826003.5293,85403,85403,128496997,0.023438,1.821509,1.844947,10028036,18190150,8162114,6.351988132454177,81.39294673453506,5.892158134335186,True,0.5973649999999999,0.12242499999999999,8162114,6.351988132454177
Hop40Rep2-18,Hop40Rep2-18_random30_tdg_impact_w5,40,2,18,2048,random,30,0,614,45,tdg_impact_reroute,5,130746188,115535972,0.744563,0.020493,0.160272,1.43448,2.359808,2760540.19381,2737243.94092,101191,101191,119193302,0.032419,1.604612,1.637031,11552886,15210216,3657330,3.0684022832088336,31.657284595381626,2.7972746708301734,True,0.7227770000000002,0.127853,3657330,3.0684022832088336
Hop40Rep2-19,Hop40Rep2-19_random30_tdg_impact_w100,40,2,19,2048,random,30,0,614,45,tdg_impact_reroute,100,169044447,146267075,0.849218,0.023052,0.180675,1.953822,3.006767,4169280.91694,4214534.84082,110733,110733,155923300,0.028311,2.278819,2.30713,13121147,22777372,9656225,6.192932679080035,73.59284215015653,5.71224028435551,True,0.6996370000000001,0.152364,9656225,6.192932679080035
Hop40Rep2-2,Hop40Rep2-2_random30_tdg_impact_w100,40,2,2,2048,random,30,0,614,45,tdg_impact_reroute,100,235824473,198985254,0.991877,0.022603,0.198478,3.658333,4.871291,4969455.80619,5062612.81885,97212,97212,207615557,0.026557,3.959426,3.985983,28208916,36839219,8630303,4.156867204320339,30.594238360665827,3.6596299316229155,True,0.8853080000000002,0.171921,8630303,4.156867204320339
Hop40Rep2-3,Hop40Rep2-3_random30_tdg_impact_w100,40,2,3,2048,random,30,0,614,45,tdg_impact_reroute,100,189130776,148114873,0.81901,0.017232,0.115035,2.796964,3.748241,4540168.49837,4713994.24463,79024,79024,181845213,0.024378,3.75192,3.776298,7285563,41015903,33730340,18.54892930285715,462.97506452143784,17.8344004679598,True,-0.028057,0.090657,33730340,18.54892930285715
Hop40Rep2-4,Hop40Rep2-4_random30_tdg_impact_w15,40,2,4,2048,random,30,0,614,45,tdg_impact_reroute,15,160372398,142844452,0.712743,0.018882,0.173866,2.051843,2.957334,4428790.54072,4432011.33691,86604,86604,155258840,0.02579,2.372145,2.397935,5113558,17527946,12414388,7.995929893589312,242.77397459850852,7.74097547634101,True,0.559399,0.14807599999999999,12414388,7.995929893589312
Hop40Rep2-5,Hop40Rep2-5_random30_tdg_impact_w15,40,2,5,2048,random,30,0,614,45,tdg_impact_reroute,15,262149198,208207828,1.121929,0.026924,0.180291,3.134629,4.463773,8042134.73779,8053368.5459,129592,129592,225081817,0.028789,3.621587,3.650376,37067381,53941370,16873989,7.496824588011923,45.522474328574766,6.436788336083332,True,0.8133969999999997,0.151502,16873989,7.496824588011923
Hop40Rep2-6,Hop40Rep2-6_random30_tdg_impact_w100,40,2,6,2048,random,30,0,614,45,tdg_impact_reroute,100,218858438,193765940,0.795028,0.018649,0.268908,3.23969,4.322275,4029613.92997,3976146.73828,83508,83508,203654616,0.01333,3.515617,3.528947,15203822,25092498,9888676,4.855611031178395,65.04072462832043,4.51829780490346,True,0.7933280000000003,0.25557799999999997,9888676,4.855611031178395
Hop40Rep2-7,Hop40Rep2-7_random30_tdg_impact_w50,40,2,7,2048,random,30,0,614,45,tdg_impact_reroute,50,247936639,214083327,1.09109,0.016274,0.356212,6.356573,7.820149,7228862.61564,7050106.04932,74162,74162,229463659,0.032639,7.584702,7.617341,18472980,33853312,15380332,6.702731084750985,83.25853219134109,6.20333165038992,True,0.2028080000000001,0.323573,15380332,6.702731084750985
Hop40Rep2-8,Hop40Rep2-8_random30_tdg_impact_w100,40,2,8,2048,random,30,0,614,45,tdg_impact_reroute,100,255380646,185453421,1.081335,0.020753,0.123354,3.823285,5.048727,6062266.59772,6050298.40234,87039,87039,230794153,0.018328,5.473979,5.492307,24586493,69927225,45340732,19.645528888247007,184.4131735258054,17.754177033446773,True,-0.44357999999999986,0.10502600000000001,45340732,19.645528888247007
Hop40Rep2-9,Hop40Rep2-9_random30_tdg_impact_w30,40,2,9,2048,random,30,0,614,45,tdg_impact_reroute,30,207730769,185054824,0.903762,0.020946,0.241253,2.989429,4.15539,5283998.03746,5192698.54541,99285,99285,195874661,0.024108,3.130612,3.15472,11856108,22675945,10819837,5.523857422272705,91.25960222359649,5.208586600861233,True,1.0006699999999995,0.217145,10819837,5.523857422272705
Hop40Rep4-0,Hop40Rep4-0_random30_tdg_impact_w30,40,4,0,4096,random,30,0,1228,45,tdg_impact_reroute,30,460985702,368544229,1.614721,0.02363,0.195648,7.835429,9.669428,6264373.89414,6362971.80347,107363,107363,374917679,0.038092,8.553678,8.59177,86068023,92441473,6373450,1.6999598463853713,7.405131171654773,1.3825699956307973,True,1.0776579999999996,0.15755599999999997,6373450,1.6999598463853713
Hop40Rep4-1,Hop40Rep4-1_random30_tdg_impact_w100,40,4,1,4096,random,30,0,1228,45,tdg_impact_reroute,100,672406056,535387032,3.057263,0.035006,0.241139,16.432511,19.765919,14940708.316,14951418.7349,159960,159960,574672219,0.04042,17.989808,18.030228,97733837,137019024,39285187,6.836103382265639,40.19609605627169,5.842479651908429,True,1.7356909999999992,0.20071899999999998,39285187,6.836103382265639
Hop40Rep4-10,Hop40Rep4-10_random30_tdg_impact_w50,40,4,10,4096,random,30,0,1228,45,tdg_impact_reroute,50,334009304,265115215,1.659109,0.029115,0.723257,5.086605,7.498086,2074983.64414,2032921.64136,151399,151399,275609207,0.341957,5.577886,5.919843,58400097,68894089,10493992,3.807562205278578,17.969134537567637,3.1418262528399508,True,1.5782429999999996,0.38130000000000003,10493992,3.807562205278578
Hop40Rep4-11,Hop40Rep4-11_random30_tdg_impact_w0,40,4,11,4096,random,30,0,1228,45,tdg_impact_reroute,0,568914937,436278943,2.631645,0.036922,0.793922,9.066778,12.529267,4237361.08143,4197386.60205,195894,195894,436278943,0.38249,9.184518,9.567008,132635994,132635994,0,0.0,0.0,0.0,False,2.9622590000000013,0.411432,0,0.0
Hop40Rep4-12,Hop40Rep4-12_random30_tdg_impact_w100,40,4,12,4096,random,30,0,1228,45,tdg_impact_reroute,100,439699762,339446930,2.252447,0.030329,0.825772,7.332866,10.441414,3755116.75651,3707815.38135,170100,170100,426794656,0.418356,9.354703,9.773059,12905106,100252832,87347726,20.46598399770029,676.8462498487032,19.865311184771574,True,0.668355,0.40741599999999994,87347726,20.46598399770029
Hop40Rep4-13,Hop40Rep4-13_random30_tdg_impact_w100,40,4,13,4096,random,30,0,1228,45,tdg_impact_reroute,100,509051773,415212572,2.525127,0.022829,0.517164,10.298519,13.363639,7374004.81433,7360211.47119,121882,121882,455588914,0.282754,12.442366,12.72512,53462859,93839201,40376342,8.862450502911052,75.5222274962886,7.9316769219856935,True,0.6385189999999987,0.23440999999999995,40376342,8.862450502911052
Hop40Rep4-14,Hop40Rep4-14_random30_tdg_impact_w30,40,4,14,4096,random,30,0,1228,45,tdg_impact_reroute,30,524485737,430738958,2.859343,0.02602,0.839217,12.632389,16.356969,7484791.18404,7830784.90527,136460,136460,441528970,0.429883,12.814404,13.244287,82956767,93746779,10790012,2.4437834735963078,13.006789428040271,2.057255562699887,True,3.1126819999999995,0.409334,10790012,2.4437834735963078
Hop40Rep4-15,Hop40Rep4-15_random30_tdg_impact_w30,40,4,15,4096,random,30,0,1228,45,tdg_impact_reroute,30,488986860,404639579,2.560518,0.037254,1.063902,9.330686,12.99236,4285248.54886,4249250.26318,181578,181578,411237077,0.52047,9.88529,10.40576,77749783,84347281,6597498,1.604305246046674,8.485551657423919,1.3492178501483658,True,2.586599999999999,0.5434319999999999,6597498,1.604305246046674
Hop40Rep4-16,Hop40Rep4-16_random30_tdg_impact_w100,40,4,16,4096,random,30,0,1228,45,tdg_impact_reroute,100,512508943,429944093,2.788979,0.024687,0.553492,12.617449,15.984607,7029800.64332,7056542.84229,127972,127972,466067243,0.266205,14.774986,15.041191,46441700,82564850,36123150,7.7506305243597655,77.78171341703684,7.0482965211399256,True,0.9434160000000009,0.28728699999999996,36123150,7.7506305243597655
Hop40Rep4-17,Hop40Rep4-17_random30_tdg_impact_w50,40,4,17,4096,random,30,0,1228,45,tdg_impact_reroute,50,354383320,303184381,2.11847,0.030875,0.911732,7.142183,10.20326,3552199.08143,3593133.71631,159974,159974,316308491,0.45587,8.1213,8.57717,38074829,51198939,13124110,4.149148813080709,34.469255265729494,3.703365609871254,True,1.6260899999999996,0.455862,13124110,4.149148813080709
Hop40Rep4-18,Hop40Rep4-18_random30_tdg_impact_w100,40,4,18,4096,random,30,0,1228,45,tdg_impact_reroute,100,353030165,289712364,2.022769,0.034006,0.957117,5.388839,8.402731,2936414.73127,2917935.83276,185178,185178,300810805,0.498205,6.079034,6.577239,52219360,63317801,11098441,3.689508759500843,21.253498702396964,3.143765632605361,True,1.8254919999999997,0.458912,11098441,3.689508759500843
Hop40Rep4-19,Hop40Rep4-19_random30_tdg_impact_w100,40,4,19,4096,random,30,0,1228,45,tdg_impact_reroute,100,431756459,376637730,2.266684,0.040182,1.096538,7.62977,11.033174,3859461.057,3830829.08545,205664,205664,398480855,0.509595,8.528531,9.038126,33275604,55118729,21843125,5.481599611604929,65.64306090431897,5.0591310320154355,True,1.9950480000000006,0.586943,21843125,5.481599611604929
Hop40Rep4-2,Hop40Rep4-2_random30_tdg_impact_w100,40,4,2,4096,random,30,0,1228,45,tdg_impact_reroute,100,582427736,512280146,2.368732,0.033187,0.365426,13.970797,16.738142,9745011.72231,10064699.1184,149829,149829,519678330,0.034762,13.920295,13.955057,62749406,70147590,7398184,1.4236083309457988,11.790046267529608,1.270232089359151,True,2.783085,0.33066399999999996,7398184,1.4236083309457988
Hop40Rep4-3,Hop40Rep4-3_random30_tdg_impact_w50,40,4,3,4096,random,30,0,1228,45,tdg_impact_reroute,50,482555018,409165678,1.842434,0.025773,0.287802,10.330113,12.486122,7437149.45358,7419815.75513,113869,113869,440989128,0.036554,11.808344,11.844898,41565890,73389340,31823450,7.2163797199100115,76.56145459654539,6.594781695959901,True,0.6412239999999994,0.251248,31823450,7.2163797199100115
Hop40Rep4-4,Hop40Rep4-4_random30_tdg_impact_w50,40,4,4,4096,random,30,0,1228,45,tdg_impact_reroute,50,436421680,364642840,1.660749,0.033637,0.274794,6.485985,8.455165,3833304.98534,3913266.06714,157763,157763,399249732,0.037509,7.47208,7.509589,37171948,71778840,34606892,8.667981272433265,93.09948458983102,7.9296913022286155,True,0.9455759999999991,0.23728499999999997,34606892,8.667981272433265
Hop40Rep4-5,Hop40Rep4-5_random30_tdg_impact_w30,40,4,5,4096,random,30,0,1228,45,tdg_impact_reroute,30,682106836,540776998,3.138018,0.042225,1.088023,11.580093,15.848359,5824505.4715,5901478.08203,221422,221422,569948257,0.502211,13.586507,14.088718,112158579,141329838,29171259,5.118229355336023,26.00894132226836,4.276640763647178,True,1.7596410000000002,0.585812,29171259,5.118229355336023
Hop40Rep4-6,Hop40Rep4-6_random30_tdg_impact_w50,40,4,6,4096,random,30,0,1228,45,tdg_impact_reroute,50,513597388,497179234,2.366146,0.024591,1.144244,12.904991,16.439972,6453607.11808,6545360.25024,123350,123350,501459984,0.30299,13.80169,14.10468,12137404,16418154,4280750,0.8536573478612802,35.2690740128614,0.8334836001930758,True,2.335292000000001,0.8412540000000001,4280750,0.8536573478612802
Hop40Rep4-7,Hop40Rep4-7_random30_tdg_impact_w50,40,4,7,4096,random,30,0,1228,45,tdg_impact_reroute,50,562882531,506571170,3.573535,0.017078,1.637958,24.894528,30.123099,12385969.3046,12448926.5574,90630,90630,532851575,0.524189,26.114739,26.638928,30030956,56311361,26280405,4.93203102571293,87.51105026426731,4.668896892804797,True,3.484171,1.113769,26280405,4.93203102571293
Hop40Rep4-8,Hop40Rep4-8_random30_tdg_impact_w100,40,4,8,4096,random,30,0,1228,45,tdg_impact_reroute,100,614696489,489227108,3.966711,0.021864,0.624035,17.105791,21.718401,12928560.6897,12760146.8098,113746,113746,571596383,0.347972,27.087112,27.435084,43100106,125469381,82369275,14.410391221807295,191.11153694146367,13.399991129606079,True,-5.716683,0.276063,82369275,14.410391221807295
Hop40Rep4-9,Hop40Rep4-9_random30_tdg_impact_w100,40,4,9,4096,random,30,0,1228,45,tdg_impact_reroute,100,524044468,470834555,2.730426,0.03013,1.065923,12.279011,16.10549,6546251.28013,6476896.29199,159922,159922,503552856,0.390928,13.636801,14.027729,20491612,53209913,32718301,6.497490900935333,159.66679927377115,6.243420739630821,True,2.077760999999999,0.674995,32718301,6.497490900935333
