run_id,dataset,hop,rep,seed,algorithm,query_count,lambda,gamma,theta_percentile,impact_weight,conflict_threshold,random_seed,max_iterations
Hop10Rep2-15_gamma100,Hop10Rep2-15,10,2,15,tdg_selection_no_candidate_vs_random,2048,45,100,90,15,70,0,5
Hop10Rep2-16_gamma0,Hop10Rep2-16,10,2,16,tdg_selection_no_candidate_vs_random,2048,45,0,90,15,70,0,5
Hop10Rep2-16_gamma25,Hop10Rep2-16,10,2,16,tdg_selection_no_candidate_vs_random,2048,45,25,90,15,70,0,5
Hop10Rep2-16_gamma50,Hop10Rep2-16,10,2,16,tdg_selection_no_candidate_vs_random,2048,45,50,90,15,70,0,5
Hop10Rep2-16_gamma75,Hop10Rep2-16,10,2,16,tdg_selection_no_candidate_vs_random,2048,45,75,90,15,70,0,5
Hop10Rep2-16_gamma100,Hop10Rep2-16,10,2,16,tdg_selection_no_candidate_vs_random,2048,45,100,90,15,70,0,5
Hop10Rep2-17_gamma0,Hop10Rep2-17,10,2,17,tdg_selection_no_candidate_vs_random,2048,45,0,90,15,70,0,5
Hop10Rep2-17_gamma25,Hop10Rep2-17,10,2,17,tdg_selection_no_candidate_vs_random,2048,45,25,90,15,70,0,5
Hop10Rep2-17_gamma50,Hop10Rep2-17,10,2,17,tdg_selection_no_candidate_vs_random,2048,45,50,90,15,70,0,5
Hop10Rep2-17_gamma75,Hop10Rep2-17,10,2,17,tdg_selection_no_candidate_vs_random,2048,45,75,90,15,70,0,5
Hop10Rep2-17_gamma100,Hop10Rep2-17,10,2,17,tdg_selection_no_candidate_vs_random,2048,45,100,90,15,70,0,5
Hop10Rep2-18_gamma0,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,2048,45,0,90,15,70,0,5
Hop10Rep2-18_gamma25,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,2048,45,25,90,15,70,0,5
Hop10Rep2-18_gamma50,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,2048,45,50,90,15,70,0,5
Hop10Rep2-18_gamma75,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,2048,45,75,90,15,70,0,5
Hop10Rep2-18_gamma100,Hop10Rep2-18,10,2,18,tdg_selection_no_candidate_vs_random,2048,45,100,90,15,70,0,5
Hop10Rep2-19_gamma0,Hop10Rep2-19,10,2,19,tdg_selection_no_candidate_vs_random,2048,45,0,90,15,70,0,5
Hop10Rep2-19_gamma25,Hop10Rep2-19,10,2,19,tdg_selection_no_candidate_vs_random,2048,45,25,90,15,70,0,5
Hop10Rep2-19_gamma50,Hop10Rep2-19,10,2,19,tdg_selection_no_candidate_vs_random,2048,45,50,90,15,70,0,5
Hop10Rep2-19_gamma75,Hop10Rep2-19,10,2,19,tdg_selection_no_candidate_vs_random,2048,45,75,90,15,70,0,5
Hop10Rep2-19_gamma100,Hop10Rep2-19,10,2,19,tdg_selection_no_candidate_vs_random,2048,45,100,90,15,70,0,5
Hop10Rep4-0_gamma0,Hop10Rep4-0,10,4,0,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-0_gamma25,Hop10Rep4-0,10,4,0,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-0_gamma50,Hop10Rep4-0,10,4,0,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-0_gamma75,Hop10Rep4-0,10,4,0,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-0_gamma100,Hop10Rep4-0,10,4,0,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop10Rep4-1_gamma0,Hop10Rep4-1,10,4,1,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-1_gamma25,Hop10Rep4-1,10,4,1,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-1_gamma50,Hop10Rep4-1,10,4,1,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-1_gamma75,Hop10Rep4-1,10,4,1,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-1_gamma100,Hop10Rep4-1,10,4,1,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop10Rep4-2_gamma0,Hop10Rep4-2,10,4,2,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-2_gamma25,Hop10Rep4-2,10,4,2,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-2_gamma50,Hop10Rep4-2,10,4,2,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-2_gamma75,Hop10Rep4-2,10,4,2,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-2_gamma100,Hop10Rep4-2,10,4,2,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop10Rep4-3_gamma0,Hop10Rep4-3,10,4,3,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-3_gamma25,Hop10Rep4-3,10,4,3,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-3_gamma50,Hop10Rep4-3,10,4,3,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-3_gamma75,Hop10Rep4-3,10,4,3,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-3_gamma100,Hop10Rep4-3,10,4,3,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop10Rep4-4_gamma0,Hop10Rep4-4,10,4,4,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-4_gamma25,Hop10Rep4-4,10,4,4,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-4_gamma50,Hop10Rep4-4,10,4,4,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-4_gamma75,Hop10Rep4-4,10,4,4,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-4_gamma100,Hop10Rep4-4,10,4,4,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop10Rep4-5_gamma0,Hop10Rep4-5,10,4,5,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-5_gamma25,Hop10Rep4-5,10,4,5,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-5_gamma50,Hop10Rep4-5,10,4,5,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-5_gamma75,Hop10Rep4-5,10,4,5,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-5_gamma100,Hop10Rep4-5,10,4,5,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop10Rep4-6_gamma0,Hop10Rep4-6,10,4,6,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-6_gamma25,Hop10Rep4-6,10,4,6,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-6_gamma50,Hop10Rep4-6,10,4,6,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-6_gamma75,Hop10Rep4-6,10,4,6,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-6_gamma100,Hop10Rep4-6,10,4,6,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop10Rep4-7_gamma0,Hop10Rep4-7,10,4,7,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-7_gamma25,Hop10Rep4-7,10,4,7,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-7_gamma50,Hop10Rep4-7,10,4,7,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-7_gamma75,Hop10Rep4-7,10,4,7,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-7_gamma100,Hop10Rep4-7,10,4,7,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop10Rep4-8_gamma0,Hop10Rep4-8,10,4,8,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-8_gamma25,Hop10Rep4-8,10,4,8,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-8_gamma50,Hop10Rep4-8,10,4,8,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-8_gamma75,Hop10Rep4-8,10,4,8,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-8_gamma100,Hop10Rep4-8,10,4,8,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop10Rep4-9_gamma0,Hop10Rep4-9,10,4,9,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-9_gamma25,Hop10Rep4-9,10,4,9,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-9_gamma50,Hop10Rep4-9,10,4,9,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-9_gamma75,Hop10Rep4-9,10,4,9,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-9_gamma100,Hop10Rep4-9,10,4,9,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop10Rep4-10_gamma0,Hop10Rep4-10,10,4,10,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-10_gamma25,Hop10Rep4-10,10,4,10,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-10_gamma50,Hop10Rep4-10,10,4,10,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-10_gamma75,Hop10Rep4-10,10,4,10,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-10_gamma100,Hop10Rep4-10,10,4,10,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop10Rep4-11_gamma0,Hop10Rep4-11,10,4,11,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-11_gamma25,Hop10Rep4-11,10,4,11,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-11_gamma50,Hop10Rep4-11,10,4,11,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-11_gamma75,Hop10Rep4-11,10,4,11,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-11_gamma100,Hop10Rep4-11,10,4,11,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop10Rep4-12_gamma0,Hop10Rep4-12,10,4,12,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-12_gamma25,Hop10Rep4-12,10,4,12,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-12_gamma50,Hop10Rep4-12,10,4,12,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-12_gamma75,Hop10Rep4-12,10,4,12,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-12_gamma100,Hop10Rep4-12,10,4,12,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop10Rep4-13_gamma0,Hop10Rep4-13,10,4,13,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-13_gamma25,Hop10Rep4-13,10,4,13,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-13_gamma50,Hop10Rep4-13,10,4,13,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-13_gamma75,Hop10Rep4-13,10,4,13,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-13_gamma100,Hop10Rep4-13,10,4,13,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop10Rep4-14_gamma0,Hop10Rep4-14,10,4,14,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-14_gamma25,Hop10Rep4-14,10,4,14,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-14_gamma50,Hop10Rep4-14,10,4,14,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-14_gamma75,Hop10Rep4-14,10,4,14,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-14_gamma100,Hop10Rep4-14,10,4,14,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop10Rep4-15_gamma0,Hop10Rep4-15,10,4,15,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-15_gamma25,Hop10Rep4-15,10,4,15,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-15_gamma50,Hop10Rep4-15,10,4,15,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-15_gamma75,Hop10Rep4-15,10,4,15,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-15_gamma100,Hop10Rep4-15,10,4,15,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop10Rep4-16_gamma0,Hop10Rep4-16,10,4,16,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-16_gamma25,Hop10Rep4-16,10,4,16,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-16_gamma50,Hop10Rep4-16,10,4,16,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-16_gamma75,Hop10Rep4-16,10,4,16,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-16_gamma100,Hop10Rep4-16,10,4,16,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop10Rep4-17_gamma0,Hop10Rep4-17,10,4,17,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-17_gamma25,Hop10Rep4-17,10,4,17,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-17_gamma50,Hop10Rep4-17,10,4,17,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-17_gamma75,Hop10Rep4-17,10,4,17,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-17_gamma100,Hop10Rep4-17,10,4,17,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop10Rep4-18_gamma0,Hop10Rep4-18,10,4,18,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-18_gamma25,Hop10Rep4-18,10,4,18,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-18_gamma50,Hop10Rep4-18,10,4,18,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-18_gamma75,Hop10Rep4-18,10,4,18,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-18_gamma100,Hop10Rep4-18,10,4,18,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop10Rep4-19_gamma0,Hop10Rep4-19,10,4,19,tdg_selection_no_candidate_vs_random,4096,45,0,90,15,70,0,5
Hop10Rep4-19_gamma25,Hop10Rep4-19,10,4,19,tdg_selection_no_candidate_vs_random,4096,45,25,90,15,70,0,5
Hop10Rep4-19_gamma50,Hop10Rep4-19,10,4,19,tdg_selection_no_candidate_vs_random,4096,45,50,90,15,70,0,5
Hop10Rep4-19_gamma75,Hop10Rep4-19,10,4,19,tdg_selection_no_candidate_vs_random,4096,45,75,90,15,70,0,5
Hop10Rep4-19_gamma100,Hop10Rep4-19,10,4,19,tdg_selection_no_candidate_vs_random,4096,45,100,90,15,70,0,5
Hop20Rep1-0_gamma0,Hop20Rep1-0,20,1,0,tdg_selection_no_candidate_vs_random,1024,45,0,90,15,70,0,5
Hop20Rep1-0_gamma25,Hop20Rep1-0,20,1,0,tdg_selection_no_candidate_vs_random,1024,45,25,90,15,70,0,5
Hop20Rep1-0_gamma50,Hop20Rep1-0,20,1,0,tdg_selection_no_candidate_vs_random,1024,45,50,90,15,70,0,5
Hop20Rep1-0_gamma75,Hop20Rep1-0,20,1,0,tdg_selection_no_candidate_vs_random,1024,45,75,90,15,70,0,5
Hop20Rep1-0_gamma100,Hop20Rep1-0,20,1,0,tdg_selection_no_candidate_vs_random,1024,45,100,90,15,70,0,5
Hop20Rep1-1_gamma0,Hop20Rep1-1,20,1,1,tdg_selection_no_candidate_vs_random,1024,45,0,90,15,70,0,5
Hop20Rep1-1_gamma25,Hop20Rep1-1,20,1,1,tdg_selection_no_candidate_vs_random,1024,45,25,90,15,70,0,5
Hop20Rep1-1_gamma50,Hop20Rep1-1,20,1,1,tdg_selection_no_candidate_vs_random,1024,45,50,90,15,70,0,5
Hop20Rep1-1_gamma75,Hop20Rep1-1,20,1,1,tdg_selection_no_candidate_vs_random,1024,45,75,90,15,70,0,5
Hop20Rep1-1_gamma100,Hop20Rep1-1,20,1,1,tdg_selection_no_candidate_vs_random,1024,45,100,90,15,70,0,5
Hop20Rep1-2_gamma0,Hop20Rep1-2,20,1,2,tdg_selection_no_candidate_vs_random,1024,45,0,90,15,70,0,5
Hop20Rep1-2_gamma25,Hop20Rep1-2,20,1,2,tdg_selection_no_candidate_vs_random,1024,45,25,90,15,70,0,5
Hop20Rep1-2_gamma50,Hop20Rep1-2,20,1,2,tdg_selection_no_candidate_vs_random,1024,45,50,90,15,70,0,5
Hop20Rep1-2_gamma75,Hop20Rep1-2,20,1,2,tdg_selection_no_candidate_vs_random,1024,45,75,90,15,70,0,5
Hop20Rep1-2_gamma100,Hop20Rep1-2,20,1,2,tdg_selection_no_candidate_vs_random,1024,45,100,90,15,70,0,5
Hop20Rep1-3_gamma0,Hop20Rep1-3,20,1,3,tdg_selection_no_candidate_vs_random,1024,45,0,90,15,70,0,5
Hop20Rep1-3_gamma25,Hop20Rep1-3,20,1,3,tdg_selection_no_candidate_vs_random,1024,45,25,90,15,70,0,5
Hop20Rep1-3_gamma50,Hop20Rep1-3,20,1,3,tdg_selection_no_candidate_vs_random,1024,45,50,90,15,70,0,5
Hop20Rep1-3_gamma75,Hop20Rep1-3,20,1,3,tdg_selection_no_candidate_vs_random,1024,45,75,90,15,70,0,5
Hop20Rep1-3_gamma100,Hop20Rep1-3,20,1,3,tdg_selection_no_candidate_vs_random,1024,45,100,90,15,70,0,5
Hop20Rep1-4_gamma0,Hop20Rep1-4,20,1,4,tdg_selection_no_candidate_vs_random,1024,45,0,90,15,70,0,5
Hop20Rep1-4_gamma25,Hop20Rep1-4,20,1,4,tdg_selection_no_candidate_vs_random,1024,45,25,90,15,70,0,5
Hop20Rep1-4_gamma50,Hop20Rep1-4,20,1,4,tdg_selection_no_candidate_vs_random,1024,45,50,90,15,70,0,5
Hop20Rep1-4_gamma75,Hop20Rep1-4,20,1,4,tdg_selection_no_candidate_vs_random,1024,45,75,90,15,70,0,5
Hop20Rep1-4_gamma100,Hop20Rep1-4,20,1,4,tdg_selection_no_candidate_vs_random,1024,45,100,90,15,70,0,5
Hop20Rep1-5_gamma0,Hop20Rep1-5,20,1,5,tdg_selection_no_candidate_vs_random,1024,45,0,90,15,70,0,5
Hop20Rep1-5_gamma25,Hop20Rep1-5,20,1,5,tdg_selection_no_candidate_vs_random,1024,45,25,90,15,70,0,5
Hop20Rep1-5_gamma50,Hop20Rep1-5,20,1,5,tdg_selection_no_candidate_vs_random,1024,45,50,90,15,70,0,5
Hop20Rep1-5_gamma75,Hop20Rep1-5,20,1,5,tdg_selection_no_candidate_vs_random,1024,45,75,90,15,70,0,5
Hop20Rep1-5_gamma100,Hop20Rep1-5,20,1,5,tdg_selection_no_candidate_vs_random,1024,45,100,90,15,70,0,5
Hop20Rep1-6_gamma0,Hop20Rep1-6,20,1,6,tdg_selection_no_candidate_vs_random,1024,45,0,90,15,70,0,5
Hop20Rep1-6_gamma25,Hop20Rep1-6,20,1,6,tdg_selection_no_candidate_vs_random,1024,45,25,90,15,70,0,5
Hop20Rep1-6_gamma50,Hop20Rep1-6,20,1,6,tdg_selection_no_candidate_vs_random,1024,45,50,90,15,70,0,5
Hop20Rep1-6_gamma75,Hop20Rep1-6,20,1,6,tdg_selection_no_candidate_vs_random,1024,45,75,90,15,70,0,5
Hop20Rep1-6_gamma100,Hop20Rep1-6,20,1,6,tdg_selection_no_candidate_vs_random,1024,45,100,90,15,70,0,5
Hop20Rep1-7_gamma0,Hop20Rep1-7,20,1,7,tdg_selection_no_candidate_vs_random,1024,45,0,90,15,70,0,5
Hop20Rep1-7_gamma25,Hop20Rep1-7,20,1,7,tdg_selection_no_candidate_vs_random,1024,45,25,90,15,70,0,5
Hop20Rep1-7_gamma50,Hop20Rep1-7,20,1,7,tdg_selection_no_candidate_vs_random,1024,45,50,90,15,70,0,5
Hop20Rep1-7_gamma75,Hop20Rep1-7,20,1,7,tdg_selection_no_candidate_vs_random,1024,45,75,90,15,70,0,5
Hop20Rep1-7_gamma100,Hop20Rep1-7,20,1,7,tdg_selection_no_candidate_vs_random,1024,45,100,90,15,70,0,5
Hop20Rep1-8_gamma0,Hop20Rep1-8,20,1,8,tdg_selection_no_candidate_vs_random,1024,45,0,90,15,70,0,5
Hop20Rep1-8_gamma25,Hop20Rep1-8,20,1,8,tdg_selection_no_candidate_vs_random,1024,45,25,90,15,70,0,5
Hop20Rep1-8_gamma50,Hop20Rep1-8,20,1,8,tdg_selection_no_candidate_vs_random,1024,45,50,90,15,70,0,5
Hop20Rep1-8_gamma75,Hop20Rep1-8,20,1,8,tdg_selection_no_candidate_vs_random,1024,45,75,90,15,70,0,5
Hop20Rep1-8_gamma100,Hop20Rep1-8,20,1,8,tdg_selection_no_candidate_vs_random,1024,45,100,90,15,70,0,5
Hop20Rep1-9_gamma0,Hop20Rep1-9,20,1,9,tdg_selection_no_candidate_vs_random,1024,45,0,90,15,70,0,5
Hop20Rep1-9_gamma25,Hop20Rep1-9,20,1,9,tdg_selection_no_candidate_vs_random,1024,45,25,90,15,70,0,5
Hop20Rep1-9_gamma50,Hop20Rep1-9,20,1,9,tdg_selection_no_candidate_vs_random,1024,45,50,90,15,70,0,5
Hop20Rep1-9_gamma75,Hop20Rep1-9,20,1,9,tdg_selection_no_candidate_vs_random,1024,45,75,90,15,70,0,5
Hop20Rep1-9_gamma100,Hop20Rep1-9,20,1,9,tdg_selection_no_candidate_vs_random,1024,45,100,90,15,70,0,5
Hop20Rep1-10_gamma0,Hop20Rep1-10,20,1,10,tdg_selection_no_candidate_vs_random,1024,45,0,90,15,70,0,5
Hop20Rep1-10_gamma25,Hop20Rep1-10,20,1,10,tdg_selection_no_candidate_vs_random,1024,45,25,90,15,70,0,5
Hop20Rep1-10_gamma50,Hop20Rep1-10,20,1,10,tdg_selection_no_candidate_vs_random,1024,45,50,90,15,70,0,5
Hop20Rep1-10_gamma75,Hop20Rep1-10,20,1,10,tdg_selection_no_candidate_vs_random,1024,45,75,90,15,70,0,5
Hop20Rep1-10_gamma100,Hop20Rep1-10,20,1,10,tdg_selection_no_candidate_vs_random,1024,45,100,90,15,70,0,5
Hop20Rep1-11_gamma0,Hop20Rep1-11,20,1,11,tdg_selection_no_candidate_vs_random,1024,45,0,90,15,70,0,5
Hop20Rep1-11_gamma25,Hop20Rep1-11,20,1,11,tdg_selection_no_candidate_vs_random,1024,45,25,90,15,70,0,5
Hop20Rep1-11_gamma50,Hop20Rep1-11,20,1,11,tdg_selection_no_candidate_vs_random,1024,45,50,90,15,70,0,5
Hop20Rep1-11_gamma75,Hop20Rep1-11,20,1,11,tdg_selection_no_candidate_vs_random,1024,45,75,90,15,70,0,5
