dataset,hop,rep,seed,query_count,selection_method,selection_fraction,random_seed,selected_count,total_before,unselected_after_remove,reduction,select_sec,evaluate_remaining_sec
Hop20Rep1-0,20,1,0,1024,random,10,0,102,61370530,53202018,8168512,0.000114,1.661866
Hop20Rep1-0,20,1,0,1024,random,30,0,307,61370530,36563700,24806830,0.00018,0.844973
Hop20Rep1-0,20,1,0,1024,most_delayed,10,0,102,61370530,52089711,9280819,0.000419,1.635758
Hop20Rep1-0,20,1,0,1024,most_delayed,30,0,307,61370530,35782336,25588194,0.000724,0.927436
Hop20Rep1-1,20,1,1,1024,random,10,0,102,58798641,47464421,11334220,0.000114,0.929825
Hop20Rep1-1,20,1,1,1024,random,30,0,307,58798641,32721915,26076726,0.000163,0.570541
Hop20Rep1-1,20,1,1,1024,most_delayed,10,0,102,58798641,47530530,11268111,0.000425,0.877497
Hop20Rep1-1,20,1,1,1024,most_delayed,30,0,307,58798641,31595980,27202661,0.000455,0.558537
Hop20Rep1-2,20,1,2,1024,random,10,0,102,36432327,30523464,5908863,0.000114,0.485966
Hop20Rep1-2,20,1,2,1024,random,30,0,307,36432327,20578894,15853433,0.000174,0.294784
Hop20Rep1-2,20,1,2,1024,most_delayed,10,0,102,36432327,29891106,6541221,0.000407,0.466915
Hop20Rep1-2,20,1,2,1024,most_delayed,30,0,307,36432327,19673100,16759227,0.000452,0.257574
Hop20Rep1-3,20,1,3,1024,random,10,0,102,44243807,36066120,8177687,0.000113,0.642032
Hop20Rep1-3,20,1,3,1024,random,30,0,307,44243807,25260526,18983281,0.000171,0.398936
Hop20Rep1-3,20,1,3,1024,most_delayed,10,0,102,44243807,36596661,7647146,0.000403,0.636594
Hop20Rep1-3,20,1,3,1024,most_delayed,30,0,307,44243807,23888837,20354970,0.000443,0.401659
Hop20Rep1-4,20,1,4,1024,random,10,0,102,41765029,36149489,5615540,0.000115,0.696557
Hop20Rep1-4,20,1,4,1024,random,30,0,307,41765029,25625404,16139625,0.000173,0.439527
Hop20Rep1-4,20,1,4,1024,most_delayed,10,0,102,41765029,35360041,6404988,0.000404,0.695053
Hop20Rep1-4,20,1,4,1024,most_delayed,30,0,307,41765029,24816942,16948087,0.000444,0.453319
Hop20Rep1-5,20,1,5,1024,random,10,0,102,39126666,33778065,5348601,0.000115,0.551347
Hop20Rep1-5,20,1,5,1024,random,30,0,307,39126666,24406191,14720475,0.00016,0.383641
Hop20Rep1-5,20,1,5,1024,most_delayed,10,0,102,39126666,33151234,5975432,0.000407,0.535447
Hop20Rep1-5,20,1,5,1024,most_delayed,30,0,307,39126666,23631220,15495446,0.00045,0.360812
Hop20Rep1-6,20,1,6,1024,random,10,0,102,45648586,39445282,6203304,0.000121,0.693169
Hop20Rep1-6,20,1,6,1024,random,30,0,307,45648586,28550548,17098038,0.000174,0.416676
Hop20Rep1-6,20,1,6,1024,most_delayed,10,0,102,45648586,36601058,9047528,0.000408,0.63103
Hop20Rep1-6,20,1,6,1024,most_delayed,30,0,307,45648586,22969879,22678707,0.000449,0.35015
Hop20Rep1-7,20,1,7,1024,random,10,0,102,38591808,32966272,5625536,0.000114,0.656977
Hop20Rep1-7,20,1,7,1024,random,30,0,307,38591808,22909677,15682131,0.000177,0.408994
Hop20Rep1-7,20,1,7,1024,most_delayed,10,0,102,38591808,31865823,6725985,0.000407,0.61884
Hop20Rep1-7,20,1,7,1024,most_delayed,30,0,307,38591808,21010133,17581675,0.000451,0.375656
Hop20Rep1-8,20,1,8,1024,random,10,0,102,43194522,37131945,6062577,0.000113,0.68776
Hop20Rep1-8,20,1,8,1024,random,30,0,307,43194522,25683085,17511437,0.000174,0.42201
Hop20Rep1-8,20,1,8,1024,most_delayed,10,0,102,43194522,36119559,7074963,0.000404,0.689174
Hop20Rep1-8,20,1,8,1024,most_delayed,30,0,307,43194522,24554641,18639881,0.000454,0.435559
Hop20Rep1-9,20,1,9,1024,random,10,0,102,54322429,47618621,6703808,0.000116,1.215088
Hop20Rep1-9,20,1,9,1024,random,30,0,307,54322429,34441623,19880806,0.000174,0.734385
Hop20Rep1-9,20,1,9,1024,most_delayed,10,0,102,54322429,46401945,7920484,0.0004,1.233845
Hop20Rep1-9,20,1,9,1024,most_delayed,30,0,307,54322429,32795402,21527027,0.000529,0.833885
Hop20Rep1-10,20,1,10,1024,random,10,0,102,28639787,25085677,3554110,0.000112,0.363752
Hop20Rep1-10,20,1,10,1024,random,30,0,307,28639787,17734660,10905127,0.000174,0.240481
Hop20Rep1-10,20,1,10,1024,most_delayed,10,0,102,28639787,23763863,4875924,0.000405,0.353807
Hop20Rep1-10,20,1,10,1024,most_delayed,30,0,307,28639787,16061516,12578271,0.000458,0.219156
Hop20Rep1-11,20,1,11,1024,random,10,0,102,37366122,31515405,5850717,0.000114,0.556212
Hop20Rep1-11,20,1,11,1024,random,30,0,307,37366122,21608407,15757715,0.000171,0.361685
Hop20Rep1-11,20,1,11,1024,most_delayed,10,0,102,37366122,29999372,7366750,0.000421,0.509628
Hop20Rep1-11,20,1,11,1024,most_delayed,30,0,307,37366122,18850668,18515454,0.000452,0.306151
Hop20Rep1-12,20,1,12,1024,random,10,0,102,58512441,51141404,7371037,0.000115,1.270193
Hop20Rep1-12,20,1,12,1024,random,30,0,307,58512441,35289048,23223393,0.000175,0.728526
Hop20Rep1-12,20,1,12,1024,most_delayed,10,0,102,58512441,49208701,9303740,0.000421,1.26389
Hop20Rep1-12,20,1,12,1024,most_delayed,30,0,307,58512441,33471777,25040664,0.00045,0.801644
Hop20Rep1-13,20,1,13,1024,random,10,0,102,29471527,25111070,4360457,0.000114,0.444341
Hop20Rep1-13,20,1,13,1024,random,30,0,307,29471527,17285462,12186065,0.00018,0.285797
Hop20Rep1-13,20,1,13,1024,most_delayed,10,0,102,29471527,24060133,5411394,0.000405,0.410506
Hop20Rep1-13,20,1,13,1024,most_delayed,30,0,307,29471527,16009509,13462018,0.000448,0.256251
Hop20Rep1-14,20,1,14,1024,random,10,0,102,56567179,49034950,7532229,0.000116,0.984616
Hop20Rep1-14,20,1,14,1024,random,30,0,307,56567179,34643757,21923422,0.000169,0.593474
Hop20Rep1-14,20,1,14,1024,most_delayed,10,0,102,56567179,47791628,8775551,0.000397,0.978094
Hop20Rep1-14,20,1,14,1024,most_delayed,30,0,307,56567179,32626016,23941163,0.000444,0.636206
Hop20Rep1-15,20,1,15,1024,random,10,0,102,50107407,43368193,6739214,0.000114,0.837228
Hop20Rep1-15,20,1,15,1024,random,30,0,307,50107407,29724247,20383160,0.000173,0.534022
Hop20Rep1-15,20,1,15,1024,most_delayed,10,0,102,50107407,40887823,9219584,0.000403,0.814454
Hop20Rep1-15,20,1,15,1024,most_delayed,30,0,307,50107407,26527591,23579816,0.000472,0.461984
Hop20Rep1-16,20,1,16,1024,random,10,0,102,46138000,40095571,6042429,0.000115,0.938241
Hop20Rep1-16,20,1,16,1024,random,30,0,307,46138000,28156776,17981224,0.000174,0.575601
Hop20Rep1-16,20,1,16,1024,most_delayed,10,0,102,46138000,38965058,7172942,0.000404,0.969352
Hop20Rep1-16,20,1,16,1024,most_delayed,30,0,307,46138000,26929913,19208087,0.000452,0.660177
Hop20Rep1-17,20,1,17,1024,random,10,0,102,23315625,19299218,4016407,0.000113,0.329391
Hop20Rep1-17,20,1,17,1024,random,30,0,307,23315625,13376910,9938715,0.000174,0.212951
Hop20Rep1-17,20,1,17,1024,most_delayed,10,0,102,23315625,18762269,4553356,0.000403,0.314274
Hop20Rep1-17,20,1,17,1024,most_delayed,30,0,307,23315625,12095022,11220603,0.000461,0.201606
Hop20Rep1-18,20,1,18,1024,random,10,0,102,38574680,33306861,5267819,0.000117,0.629049
Hop20Rep1-18,20,1,18,1024,random,30,0,307,38574680,22455923,16118757,0.000179,0.394778
Hop20Rep1-18,20,1,18,1024,most_delayed,10,0,102,38574680,32521019,6053661,0.000435,0.602479
Hop20Rep1-18,20,1,18,1024,most_delayed,30,0,307,38574680,22663193,15911487,0.000478,0.391972
Hop20Rep1-19,20,1,19,1024,random,10,0,102,50770777,44322870,6447907,0.000128,0.97841
Hop20Rep1-19,20,1,19,1024,random,30,0,307,50770777,31091809,19678968,0.000172,0.571371
Hop20Rep1-19,20,1,19,1024,most_delayed,10,0,102,50770777,42626915,8143862,0.000404,1.001346
Hop20Rep1-19,20,1,19,1024,most_delayed,30,0,307,50770777,28686615,22084162,0.000447,0.561957
Hop20Rep2-0,20,2,0,2048,random,10,0,204,142045298,126485742,15559556,0.000221,5.503616
Hop20Rep2-0,20,2,0,2048,random,30,0,614,142045298,94697265,47348033,0.000313,3.735765
Hop20Rep2-0,20,2,0,2048,most_delayed,10,0,204,142045298,122195041,19850257,0.000847,5.118184
Hop20Rep2-0,20,2,0,2048,most_delayed,30,0,614,142045298,86232182,55813116,0.000971,3.395524
Hop20Rep2-1,20,2,1,2048,random,10,0,204,146809443,129270272,17539171,0.000216,3.098871
Hop20Rep2-1,20,2,1,2048,random,30,0,614,146809443,96170794,50638649,0.000313,2.16663
Hop20Rep2-1,20,2,1,2048,most_delayed,10,0,204,146809443,124895956,21913487,0.000874,3.143568
Hop20Rep2-1,20,2,1,2048,most_delayed,30,0,614,146809443,85642831,61166612,0.000931,2.119699
Hop20Rep2-2,20,2,2,2048,random,10,0,204,106688017,92042796,14645221,0.000221,2.169881
Hop20Rep2-2,20,2,2,2048,random,30,0,614,106688017,61334939,45353078,0.000308,1.233782
Hop20Rep2-2,20,2,2,2048,most_delayed,10,0,204,106688017,86431547,20256470,0.00082,2.028353
Hop20Rep2-2,20,2,2,2048,most_delayed,30,0,614,106688017,54526072,52161945,0.000913,0.957879
Hop20Rep2-3,20,2,3,2048,random,10,0,204,117680534,103671929,14008605,0.000215,2.887811
Hop20Rep2-3,20,2,3,2048,random,30,0,614,117680534,72790694,44889840,0.000307,1.715835
Hop20Rep2-3,20,2,3,2048,most_delayed,10,0,204,117680534,98255242,19425292,0.000816,2.614893
Hop20Rep2-3,20,2,3,2048,most_delayed,30,0,614,117680534,64538025,53142509,0.000912,1.464636
Hop20Rep2-4,20,2,4,2048,random,10,0,204,108625639,94821924,13803715,0.000215,2.493003
Hop20Rep2-4,20,2,4,2048,random,30,0,614,108625639,67260414,41365225,0.000309,1.542574
Hop20Rep2-4,20,2,4,2048,most_delayed,10,0,204,108625639,92362933,16262706,0.00086,2.513606
Hop20Rep2-4,20,2,4,2048,most_delayed,30,0,614,108625639,64064071,44561568,0.000967,1.739548
Hop20Rep2-5,20,2,5,2048,random,10,0,204,102411834,89020750,13391084,0.000225,1.676182
Hop20Rep2-5,20,2,5,2048,random,30,0,614,102411834,62723424,39688410,0.000314,1.10887
Hop20Rep2-5,20,2,5,2048,most_delayed,10,0,204,102411834,85254867,17156967,0.000908,1.559337
Hop20Rep2-5,20,2,5,2048,most_delayed,30,0,614,102411834,58161375,44250459,0.001179,0.954604
Hop20Rep2-6,20,2,6,2048,random,10,0,204,116060563,101718516,14342047,0.00023,2.960188
Hop20Rep2-6,20,2,6,2048,random,30,0,614,116060563,72885267,43175296,0.000316,1.719522
Hop20Rep2-6,20,2,6,2048,most_delayed,10,0,204,116060563,94260963,21799600,0.001038,2.539884
Hop20Rep2-6,20,2,6,2048,most_delayed,30,0,614,116060563,59032013,57028550,0.001002,1.186642
Hop20Rep2-7,20,2,7,2048,random,10,0,204,110101353,95368800,14732553,0.00022,2.583798
Hop20Rep2-7,20,2,7,2048,random,30,0,614,110101353,64004849,46096504,0.000311,1.583773
Hop20Rep2-7,20,2,7,2048,most_delayed,10,0,204,110101353,90290261,19811092,0.000881,2.484831
Hop20Rep2-7,20,2,7,2048,most_delayed,30,0,614,110101353,58968303,51133050,0.001136,1.416654
Hop20Rep2-8,20,2,8,2048,random,10,0,204,119095184,102599678,16495506,0.000215,2.611899
Hop20Rep2-8,20,2,8,2048,random,30,0,614,119095184,71707650,47387534,0.000308,1.573047
Hop20Rep2-8,20,2,8,2048,most_delayed,10,0,204,119095184,100695429,18399755,0.000838,2.686578
Hop20Rep2-8,20,2,8,2048,most_delayed,30,0,614,119095184,68587442,50507742,0.000983,1.734753
Hop20Rep2-9,20,2,9,2048,random,10,0,204,124483855,110377812,14106043,0.00022,4.267185
Hop20Rep2-9,20,2,9,2048,random,30,0,614,124483855,82267381,42216474,0.000315,2.742111
Hop20Rep2-9,20,2,9,2048,most_delayed,10,0,204,124483855,107146135,17337720,0.000878,4.290429
Hop20Rep2-9,20,2,9,2048,most_delayed,30,0,614,124483855,76615719,47868136,0.000959,2.899993
Hop20Rep2-10,20,2,10,2048,random,10,0,204,79793659,67768237,12025422,0.000219,1.134538
Hop20Rep2-10,20,2,10,2048,random,30,0,614,79793659,46876843,32916816,0.000311,0.760378
Hop20Rep2-10,20,2,10,2048,most_delayed,10,0,204,79793659,65399828,14393831,0.000828,1.097451
Hop20Rep2-10,20,2,10,2048,most_delayed,30,0,614,79793659,42692776,37100883,0.000915,0.68656
Hop20Rep2-11,20,2,11,2048,random,10,0,204,104343545,89208418,15135127,0.00023,1.930614
Hop20Rep2-11,20,2,11,2048,random,30,0,614,104343545,62464429,41879116,0.000308,1.215579
Hop20Rep2-11,20,2,11,2048,most_delayed,10,0,204,104343545,85040143,19303402,0.000849,1.823407
Hop20Rep2-11,20,2,11,2048,most_delayed,30,0,614,104343545,54032160,50311385,0.000919,1.034169
Hop20Rep2-12,20,2,12,2048,random,10,0,204,134623649,119312510,15311139,0.000214,4.569351
Hop20Rep2-12,20,2,12,2048,random,30,0,614,134623649,88837020,45786629,0.000312,2.89796
Hop20Rep2-12,20,2,12,2048,most_delayed,10,0,204,134623649,114743320,19880329,0.000857,4.511066
Hop20Rep2-12,20,2,12,2048,most_delayed,30,0,614,134623649,79685429,54938220,0.000921,2.844912
Hop20Rep2-13,20,2,13,2048,random,10,0,204,87434751,74837493,12597258,0.000216,1.465373
Hop20Rep2-13,20,2,13,2048,random,30,0,614,87434751,50354847,37079904,0.000309,0.926267
Hop20Rep2-13,20,2,13,2048,most_delayed,10,0,204,87434751,70998760,16435991,0.000828,1.417013
Hop20Rep2-13,20,2,13,2048,most_delayed,30,0,614,87434751,46465008,40969743,0.00091,0.852458
Hop20Rep2-14,20,2,14,2048,random,10,0,204,143629133,125822197,17806936,0.000215,3.776388
Hop20Rep2-14,20,2,14,2048,random,30,0,614,143629133,90402419,53226714,0.000309,2.411337
Hop20Rep2-14,20,2,14,2048,most_delayed,10,0,204,143629133,122895481,20733652,0.000853,4.158293
Hop20Rep2-14,20,2,14,2048,most_delayed,30,0,614,143629133,86245800,57383333,0.000898,2.498607
Hop20Rep2-15,20,2,15,2048,random,10,0,204,129853186,114411047,15442139,0.000216,2.904567
Hop20Rep2-15,20,2,15,2048,random,30,0,614,129853186,82862089,46991097,0.00031,1.890137
Hop20Rep2-15,20,2,15,2048,most_delayed,10,0,204,129853186,108108320,21744866,0.000809,2.762836
Hop20Rep2-15,20,2,15,2048,most_delayed,30,0,614,129853186,71602241,58250945,0.000907,1.573736
Hop20Rep2-16,20,2,16,2048,random,10,0,204,117854666,102569356,15285310,0.000217,2.997796
Hop20Rep2-16,20,2,16,2048,random,30,0,614,117854666,73022211,44832455,0.00031,2.000015
Hop20Rep2-16,20,2,16,2048,most_delayed,10,0,204,117854666,99315372,18539294,0.000856,3.167169
Hop20Rep2-16,20,2,16,2048,most_delayed,30,0,614,117854666,68554629,49300037,0.000925,2.305261
Hop20Rep2-17,20,2,17,2048,random,10,0,204,73271402,61435713,11835689,0.000215,1.074205
Hop20Rep2-17,20,2,17,2048,random,30,0,614,73271402,40450249,32821153,0.000309,0.690506
Hop20Rep2-17,20,2,17,2048,most_delayed,10,0,204,73271402,57846777,15424625,0.000819,1.009285
Hop20Rep2-17,20,2,17,2048,most_delayed,30,0,614,73271402,36212796,37058606,0.00092,0.603973
Hop20Rep2-18,20,2,18,2048,random,10,0,204,105219223,90903846,14315377,0.000214,2.093599
Hop20Rep2-18,20,2,18,2048,random,30,0,614,105219223,61946073,43273150,0.000309,1.350846
Hop20Rep2-18,20,2,18,2048,most_delayed,10,0,204,105219223,88908492,16310731,0.000833,2.161542
Hop20Rep2-18,20,2,18,2048,most_delayed,30,0,614,105219223,61132154,44087069,0.00092,1.491236
Hop20Rep2-19,20,2,19,2048,random,10,0,204,132042378,115611815,16430563,0.000216,3.518773
Hop20Rep2-19,20,2,19,2048,random,30,0,614,132042378,79617566,52424812,0.00031,2.134671
Hop20Rep2-19,20,2,19,2048,most_delayed,10,0,204,132042378,111463104,20579274,0.000838,3.518602
Hop20Rep2-19,20,2,19,2048,most_delayed,30,0,614,132042378,74687123,57355255,0.000926,2.366895
Hop20Rep4-0,20,4,0,4096,random,10,0,409,302905825,270800211,32105614,0.000419,11.258264
Hop20Rep4-0,20,4,0,4096,random,30,0,1228,302905825,207101603,95804222,0.000622,8.516674
Hop20Rep4-0,20,4,0,4096,most_delayed,10,0,409,302905825,263035689,39870136,0.001844,10.544379
Hop20Rep4-0,20,4,0,4096,most_delayed,30,0,1228,302905825,190021124,112884701,0.001896,7.456968
Hop20Rep4-1,20,4,1,4096,random,10,0,409,323669773,288103736,35566037,0.000418,8.27085
Hop20Rep4-1,20,4,1,4096,random,30,0,1228,323669773,218144368,105525405,0.00062,6.035715
Hop20Rep4-1,20,4,1,4096,most_delayed,10,0,409,323669773,277865491,45804282,0.001723,7.970435
Hop20Rep4-1,20,4,1,4096,most_delayed,30,0,1228,323669773,196821929,126847844,0.00204,5.625572
Hop20Rep4-2,20,4,2,4096,random,10,0,409,268046697,237002900,31043797,0.000417,6.317949
Hop20Rep4-2,20,4,2,4096,random,30,0,1228,268046697,171093594,96953103,0.000616,4.699142
Hop20Rep4-2,20,4,2,4096,most_delayed,10,0,409,268046697,224765588,43281109,0.001739,6.349974
Hop20Rep4-2,20,4,2,4096,most_delayed,30,0,1228,268046697,150161378,117885319,0.001979,3.447188
Hop20Rep4-3,20,4,3,4096,random,10,0,409,270706319,239806574,30899745,0.000418,7.923365
Hop20Rep4-3,20,4,3,4096,random,30,0,1228,270706319,177589236,93117083,0.000614,5.679737
Hop20Rep4-3,20,4,3,4096,most_delayed,10,0,409,270706319,232015421,38690898,0.001715,7.474348
Hop20Rep4-3,20,4,3,4096,most_delayed,30,0,1228,270706319,161320382,109385937,0.00191,4.794373
Hop20Rep4-4,20,4,4,4096,random,10,0,409,247686783,220115563,27571220,0.000419,7.215366
Hop20Rep4-4,20,4,4,4096,random,30,0,1228,247686783,164712282,82974501,0.000616,5.03292
Hop20Rep4-4,20,4,4,4096,most_delayed,10,0,409,247686783,214235748,33451035,0.001718,7.231941
Hop20Rep4-4,20,4,4,4096,most_delayed,30,0,1228,247686783,153698053,93988730,0.0019,5.038362
Hop20Rep4-5,20,4,5,4096,random,10,0,409,290694731,245274176,45420555,0.00042,4.945125
Hop20Rep4-5,20,4,5,4096,random,30,0,1228,290694731,166947245,123747486,0.000616,3.382218
Hop20Rep4-5,20,4,5,4096,most_delayed,10,0,409,290694731,237228403,53466328,0.001708,4.984277
Hop20Rep4-5,20,4,5,4096,most_delayed,30,0,1228,290694731,156232108,134462623,0.00192,3.119035
Hop20Rep4-6,20,4,6,4096,random,10,0,409,268201340,236362444,31838896,0.000417,6.923563
Hop20Rep4-6,20,4,6,4096,random,30,0,1228,268201340,177745471,90455869,0.000617,5.08928
Hop20Rep4-6,20,4,6,4096,most_delayed,10,0,409,268201340,224390087,43811253,0.001796,6.351211
Hop20Rep4-6,20,4,6,4096,most_delayed,30,0,1228,268201340,148588296,119613044,0.001965,3.835822
Hop20Rep4-7,20,4,7,4096,random,10,0,409,273671808,240492914,33178894,0.000418,7.261493
Hop20Rep4-7,20,4,7,4096,random,30,0,1228,273671808,174808905,98862903,0.000623,5.1144
Hop20Rep4-7,20,4,7,4096,most_delayed,10,0,409,273671808,232785684,40886124,0.001711,7.051036
Hop20Rep4-7,20,4,7,4096,most_delayed,30,0,1228,273671808,160087070,113584738,0.001904,4.855837
Hop20Rep4-8,20,4,8,4096,random,10,0,409,275995595,243942258,32053337,0.000418,6.817313
Hop20Rep4-8,20,4,8,4096,random,30,0,1228,275995595,181849100,94146495,0.00062,5.318907
Hop20Rep4-8,20,4,8,4096,most_delayed,10,0,409,275995595,238253376,37742219,0.001743,6.824034
Hop20Rep4-8,20,4,8,4096,most_delayed,30,0,1228,275995595,169395283,106600312,0.001919,5.133573
Hop20Rep4-9,20,4,9,4096,random,10,0,409,262198780,235093547,27105233,0.000426,8.13839
Hop20Rep4-9,20,4,9,4096,random,30,0,1228,262198780,180526391,81672389,0.000622,6.485247
Hop20Rep4-9,20,4,9,4096,most_delayed,10,0,409,262198780,227348352,34850428,0.001815,8.014412
Hop20Rep4-9,20,4,9,4096,most_delayed,30,0,1228,262198780,165031017,97167763,0.001922,5.994586
Hop20Rep4-10,20,4,10,4096,random,10,0,409,221869310,191176737,30692573,0.000418,3.717162
Hop20Rep4-10,20,4,10,4096,random,30,0,1228,221869310,133736309,88133001,0.000622,2.45508
Hop20Rep4-10,20,4,10,4096,most_delayed,10,0,409,221869310,184685566,37183744,0.001704,3.581113
Hop20Rep4-10,20,4,10,4096,most_delayed,30,0,1228,221869310,121218970,100650340,0.001902,2.151092
Hop20Rep4-11,20,4,11,4096,random,10,0,409,256418056,226163691,30254365,0.000419,6.426022
Hop20Rep4-11,20,4,11,4096,random,30,0,1228,256418056,164525309,91892747,0.000622,4.370578
Hop20Rep4-11,20,4,11,4096,most_delayed,10,0,409,256418056,217033704,39384352,0.001717,5.815589
Hop20Rep4-11,20,4,11,4096,most_delayed,30,0,1228,256418056,146663819,109754237,0.001894,3.404288
Hop20Rep4-12,20,4,12,4096,random,10,0,409,288276883,257392108,30884775,0.000419,10.933573
Hop20Rep4-12,20,4,12,4096,random,30,0,1228,288276883,196718247,91558636,0.000617,7.898978
Hop20Rep4-12,20,4,12,4096,most_delayed,10,0,409,288276883,248100988,40175895,0.001738,10.640463
Hop20Rep4-12,20,4,12,4096,most_delayed,30,0,1228,288276883,176203470,112073413,0.002012,7.636772
Hop20Rep4-13,20,4,13,4096,random,10,0,409,241849401,211691128,30158273,0.000418,5.057095
Hop20Rep4-13,20,4,13,4096,random,30,0,1228,241849401,146705235,95144166,0.000624,3.360956
Hop20Rep4-13,20,4,13,4096,most_delayed,10,0,409,241849401,201471073,40378328,0.001686,5.017751
Hop20Rep4-13,20,4,13,4096,most_delayed,30,0,1228,241849401,134584879,107264522,0.001897,3.13707
Hop20Rep4-14,20,4,14,4096,random,10,0,409,322548979,287202698,35346281,0.000418,10.080638
Hop20Rep4-14,20,4,14,4096,random,30,0,1228,322548979,216829412,105719567,0.000619,7.301477
Hop20Rep4-14,20,4,14,4096,most_delayed,10,0,409,322548979,278423796,44125183,0.001721,10.36654
Hop20Rep4-14,20,4,14,4096,most_delayed,30,0,1228,322548979,201847227,120701752,0.001911,7.750462
Hop20Rep4-15,20,4,15,4096,random,10,0,409,295599775,262139363,33460412,0.000417,7.945569
Hop20Rep4-15,20,4,15,4096,random,30,0,1228,295599775,195286993,100312782,0.00062,5.667642
Hop20Rep4-15,20,4,15,4096,most_delayed,10,0,409,295599775,251761524,43838251,0.001709,7.484304
Hop20Rep4-15,20,4,15,4096,most_delayed,30,0,1228,295599775,175879252,119720523,0.001971,5.13725
Hop20Rep4-16,20,4,16,4096,random,10,0,409,272295349,242926765,29368584,0.00042,7.375919
Hop20Rep4-16,20,4,16,4096,random,30,0,1228,272295349,181533864,90761485,0.000616,5.485884
Hop20Rep4-16,20,4,16,4096,most_delayed,10,0,409,272295349,230836686,41458663,0.001737,7.139609
Hop20Rep4-16,20,4,16,4096,most_delayed,30,0,1228,272295349,161732609,110562740,0.001922,5.42929
Hop20Rep4-17,20,4,17,4096,random,10,0,409,215201564,185657021,29544543,0.000421,3.716858
Hop20Rep4-17,20,4,17,4096,random,30,0,1228,215201564,129013342,86188222,0.000621,2.413683
Hop20Rep4-17,20,4,17,4096,most_delayed,10,0,409,215201564,176800868,38400696,0.001719,3.683958
Hop20Rep4-17,20,4,17,4096,most_delayed,30,0,1228,215201564,114053885,101147679,0.001913,2.353854
Hop20Rep4-18,20,4,18,4096,random,10,0,409,257981362,227200683,30780679,0.000419,6.899355
Hop20Rep4-18,20,4,18,4096,random,30,0,1228,257981362,165567712,92413650,0.000618,4.576649
Hop20Rep4-18,20,4,18,4096,most_delayed,10,0,409,257981362,221211081,36770281,0.001732,6.945946
Hop20Rep4-18,20,4,18,4096,most_delayed,30,0,1228,257981362,156085237,101896125,0.001929,4.933893
Hop20Rep4-19,20,4,19,4096,random,10,0,409,298317793,264626793,33691000,0.00042,8.218639
Hop20Rep4-19,20,4,19,4096,random,30,0,1228,298317793,198804451,99513342,0.000617,6.636499
Hop20Rep4-19,20,4,19,4096,most_delayed,10,0,409,298317793,255860507,42457286,0.001792,8.287987
Hop20Rep4-19,20,4,19,4096,most_delayed,30,0,1228,298317793,178657786,119660007,0.001892,5.908851
